"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-818 0.18366366977229 2 74 "GO:0060438" "trachea development" 0.633477677830612
-7 0.993172221640226 2 44 "GO:0060439" "trachea morphogenesis" 0.998672749032987
-419 0.616554326312501 2 40 "GO:0060441" "epithelial tube branching involved in lung morphogenesis" 0.901390789739572
23 0.986443180282235 2 15 "GO:0060442;GO:0060526;GO:0060527" "branching involved in prostate gland morphogenesis" 0.997772553078725
-631 0.213466332997534 3 109 "GO:0060443;GO:0061180" "mammary gland morphogenesis" 0.662284074629453
-74 0.929123649666681 2 40 "GO:0060444" "branching involved in mammary gland duct morphogenesis" 0.98573969843602
-1635 0.189352471652978 2 18 "GO:0060445" "branching involved in salivary gland morphogenesis" 0.637411103842867
-865 0.104383354115143 2 99 "GO:0060446" "branching involved in open tracheal system development" 0.52579253377487
-31 0.989427749642682 2 5 "GO:0060449" "bud elongation involved in lung branching" 0.997801642260657
-2663 0.0209633219366925 2 21 "GO:0060452" "positive regulation of cardiac muscle contraction" 0.285863590653877
463 0.717763021874291 6 17 "GO:0060453" "regulation of gastric acid secretion" 0.93184802846876
-53 0.956512352790943 2 30 "GO:0060456" "positive regulation of digestive system process" 0.990542790014065
-105 0.917548807508904 3 27 "GO:0060457" "negative regulation of digestive system process" 0.983376802543148
759 0.703761842227602 3 7 "GO:0060462;GO:0060463" "lung lobe morphogenesis" 0.928171335247025
-894 0.160793144334901 2 69 "GO:0060465" "pharynx development" 0.607543673927421
1321 0.453214809906637 5 9 "GO:0060467;GO:0060468" "prevention of polyspermy" 0.833335688714436
-2032 0.112861665129032 3 17 "GO:0060484" "lung-associated mesenchyme development" 0.53940975160018
93 0.741616133220642 2 358 "GO:0060485" "mesenchyme development" 0.936235302009039
-229 0.876001276603764 2 13 "GO:0060486" "club cell differentiation" 0.968623702719351
277 0.315154146681629 3 376 "GO:0060491;GO:0120032" "regulation of cell projection assembly" 0.743799083513574
-2016 0.127144985079332 2 16 "GO:0060501" "positive regulation of epithelial cell proliferation involved in lung morphogenesis" 0.564576973446608
-95 0.952469859854833 2 11 "GO:0060509" "type I pneumocyte differentiation" 0.989549671520174
-865 0.587198104520671 2 11 "GO:0060510" "type II pneumocyte differentiation" 0.887691249665935
2027 0.347250234443396 2 6 "GO:0060513" "prostatic bud formation" 0.770867587150309
-1833 0.0830420933849296 2 25 "GO:0060525" "prostate glandular acinus development" 0.490286067055548
-4001 0.0231014502174556 2 9 "GO:0060528" "secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development" 0.29509490679785
-1607 0.496330263265047 4 5 "GO:0060529" "squamous basal epithelial stem cell differentiation involved in prostate gland acinus development" 0.844638937559715
-1077 0.589856159138218 3 7 "GO:0060534" "trachea cartilage development" 0.889156566433693
-1248 0.59747170108018 2 5 "GO:0060535" "trachea cartilage morphogenesis" 0.89144577347044
-272 0.763946791745132 4 34 "GO:0060536" "cartilage morphogenesis" 0.94235422743826
-702 0.0132645964119263 2 354 "GO:0060538" "skeletal muscle organ development" 0.229978591296334
450 0.741560867732278 2 15 "GO:0060539" "diaphragm development" 0.936235302009039
-652 0.000295577696431361 3 906 "GO:0060541" "respiratory system development" 0.0296588883287574
-797 0.460231811662742 3 24 "GO:0060544;GO:0062098;GO:0060546;GO:0062099" "regulation of necroptotic process" 0.834823395069781
-1154 0.224161089852191 -1 31 "GO:0060547" "obsolete negative regulation of necrotic cell death" 0.672176237496716
-81 0.744934456506374 3 461 "GO:0060560" "developmental growth involved in morphogenesis" 0.936235302009039
151 0.888499279380361 4 24 "GO:0060561" "apoptotic process involved in morphogenesis" 0.972122740969101
-145 0.306925755393024 4 1519 "GO:0060562" "epithelial tube morphogenesis" 0.739739946281148
-122 0.744302044773035 2 201 "GO:0060563" "neuroepithelial cell differentiation" 0.936235302009039
-1208 0.153613863011448 2 39 "GO:0060571" "morphogenesis of an epithelial fold" 0.600226864277685
166 0.906186459838933 6 14 "GO:0060572" "morphogenesis of an epithelial bud" 0.979667981674469
-535 0.381556481717443 2 75 "GO:0060573" "cell fate specification involved in pattern specification" 0.790263370336019
-796 0.353530089078249 3 38 "GO:0060575" "intestinal epithelial cell differentiation" 0.773147088329666
-1005 0.351521980581637 4 24 "GO:0060576" "intestinal epithelial cell development" 0.773147088329666
-793 0.0527876130213421 2 168 "GO:0060581" "cell fate commitment involved in pattern specification" 0.417567953099719
-3064 0.0544669479835427 2 11 "GO:0060586" "multicellular organismal-level iron ion homeostasis" 0.418577340877281
749 0.707696397585084 2 7 "GO:0060592" "mammary gland formation" 0.929011937132512
1213 0.607854772879131 2 5 "GO:0060594" "mammary gland specification" 0.896821631517645
151 0.914693527813727 5 14 "GO:0060600" "dichotomous subdivision of an epithelial terminal unit" 0.982043199085947
1095 0.39304462200485 2 17 "GO:0060601" "lateral sprouting from an epithelium" 0.798837939024272
-244 0.803996789635834 5 29 "GO:0060602" "branch elongation of an epithelium" 0.952107815410988
369 0.573497594004101 2 65 "GO:0060603" "mammary gland duct morphogenesis" 0.883020295592157
-1388 0.519866221280695 3 6 "GO:0060605;GO:0060662;GO:0021730;GO:0021740;GO:0061141;GO:2000795" "salivary gland cavitation" 0.86091200944334
-991 0.0681092763867198 2 95 "GO:0060612" "adipose tissue development" 0.453021970246808
400 0.865696874383183 5 5 "GO:0060613" "fat pad development" 0.966164841803915
-410 0.849105623249238 2 6 "GO:0060620;GO:1904109;GO:2000909;GO:2000911" "regulation of cholesterol import" 0.962866837605753
-1299 0.460718642019451 4 9 "GO:0060623" "regulation of chromosome condensation" 0.834823395069781
511 0.79799465031138 3 7 "GO:0060625" "regulation of protein deneddylation" 0.951540030538527
397 0.0176452257227549 3 1061 "GO:0060627" "regulation of vesicle-mediated transport" 0.259810926900876
1231 0.181253702961069 4 33 "GO:0060628" "regulation of ER to Golgi vesicle-mediated transport" 0.631253878709052
1846 0.0221275002588867 2 43 "GO:0060631;GO:0060903" "regulation of meiosis I" 0.290437722847281
-314 0.584551791017936 4 85 "GO:0060632" "regulation of microtubule-based movement" 0.886531542667623
415 0.725721329953947 5 20 "GO:0060644" "mammary gland epithelial cell differentiation" 0.934467765466397
-127 0.893225321544534 4 31 "GO:0060669;GO:0060713" "labyrinthine layer morphogenesis" 0.974218578675431
749 0.595877642421412 2 14 "GO:0060670" "branching involved in labyrinthine layer morphogenesis" 0.891159159223171
324 0.670859826876355 3 48 "GO:0060674" "placenta blood vessel development" 0.915726239512194
-228 0.902790968254315 4 8 "GO:0060684" "epithelial-mesenchymal cell signaling" 0.977938057373211
-2885 0.148531095606886 2 7 "GO:0060685;GO:0060686" "regulation of prostatic bud formation" 0.593099098232035
-1753 0.138080715384137 2 20 "GO:0060687" "regulation of branching involved in prostate gland morphogenesis" 0.580145291970006
-547 0.246620993446346 2 126 "GO:0060688" "regulation of morphogenesis of a branching structure" 0.692208942223715
-2830 0.0380817203333579 2 15 "GO:0060689" "cell differentiation involved in salivary gland development" 0.365297105990173
-3636 0.0515925446991088 5 8 "GO:0060690" "epithelial cell differentiation involved in salivary gland development" 0.413117714126606
-3428 0.112013506293651 2 6 "GO:0060693" "regulation of branching involved in salivary gland morphogenesis" 0.536984630607701
2774 0.198476145137664 3 6 "GO:0060700" "regulation of ribonuclease activity" 0.645174374603506
386 0.670515916329855 3 34 "GO:0060706" "cell differentiation involved in embryonic placenta development" 0.915726239512194
-174 0.882911758650273 2 20 "GO:0060707" "trophoblast giant cell differentiation" 0.970143566639447
-2925 0.175144838336428 2 6 "GO:0060708" "spongiotrophoblast differentiation" 0.624891583946482
-1194 0.366348661495627 2 16 "GO:0060710" "chorio-allantoic fusion" 0.783550336370646
547 0.390672569933384 3 69 "GO:0060711" "labyrinthine layer development" 0.79786911027094
821 0.547175681658704 2 15 "GO:0060712" "spongiotrophoblast layer development" 0.873594114322467
307 0.861832948394577 2 9 "GO:0060715" "syncytiotrophoblast cell differentiation involved in labyrinthine layer development" 0.965224102838668
1278 0.158850468287388 2 34 "GO:0060716" "labyrinthine layer blood vessel development" 0.604814491079632
-934 0.479748623795998 4 16 "GO:0060717;GO:1903867" "extraembryonic membrane development" 0.84089307826887
-1486 0.529371597354467 4 5 "GO:0060730" "regulation of intestinal epithelial structure maintenance" 0.86556342226097
1326 0.427568860539077 3 10 "GO:0060732" "positive regulation of inositol phosphate biosynthetic process" 0.817612871231445
1918 0.134514619320525 3 17 "GO:0060736" "prostate gland growth" 0.574360854948669
1679 0.291869573996103 2 11 "GO:0060737;GO:0060523" "prostate gland morphogenetic growth" 0.729784961256475
-108 0.912668003049585 3 29 "GO:0060740;GO:0060512" "prostate gland epithelium morphogenesis" 0.981356620986446
-2400 0.0332221162779759 2 22 "GO:0060742" "epithelial cell differentiation involved in prostate gland development" 0.344228068934571
323 0.825678519621594 3 13 "GO:0060745" "mammary gland branching involved in pregnancy" 0.956471554188875
-250 0.718460812490513 2 58 "GO:0060746" "parental behavior" 0.93184802846876
150 0.868872702421794 2 34 "GO:0060749;GO:0061377" "mammary gland alveolus development" 0.967162109164968
-183 0.880067426756295 3 19 "GO:0060750;GO:0060751" "epithelial cell proliferation involved in mammary gland duct elongation" 0.969339306610208
-5570 0.00528877622260734 3 7 "GO:0060756" "foraging behavior" 0.158529766036998
465 0.475462614776997 2 66 "GO:0060761" "negative regulation of response to cytokine stimulus" 0.839655073491768
-295 0.823333880325697 2 16 "GO:0060763" "mammary duct terminal end bud growth" 0.956273584120874
-483 0.487239606334377 5 58 "GO:0060765" "regulation of androgen receptor signaling pathway" 0.840988296614432
-2544 0.0123873880822493 8 27 "GO:0060766" "negative regulation of androgen receptor signaling pathway" 0.222797692252908
222 0.875146347311979 2 14 "GO:0060768" "regulation of epithelial cell proliferation involved in prostate gland development" 0.96857156999692
487 0.782374803822541 3 9 "GO:0060770" "negative regulation of epithelial cell proliferation involved in prostate gland development" 0.946706229082428
1111 0.638325456992999 3 5 "GO:0060785" "regulation of apoptosis involved in tissue homeostasis" 0.906051590345113
-781 0.253125924063264 2 60 "GO:0060788;GO:0071696;GO:0071697" "ectodermal placode development" 0.696621543452346
480 0.773770687310098 3 10 "GO:0060789" "hair follicle placode formation" 0.945212527298516
-966 0.0537039995441801 2 112 "GO:0060795" "cell fate commitment involved in formation of primary germ layer" 0.417567953099719
588 0.311272398820714 4 83 "GO:0060810;GO:0060811" "intracellular mRNA localization involved in pattern specification process" 0.742038440804558
-415 0.129265695612784 3 381 "GO:0060828" "regulation of canonical Wnt signaling pathway" 0.567518822534882
-2144 0.282978638408386 6 7 "GO:0060830" "ciliary receptor clustering involved in smoothened signaling pathway" 0.722220581158752
2130 0.0965939078390937 2 17 "GO:0060831" "smoothened signaling pathway involved in dorsal/ventral neural tube patterning" 0.515326092415269
444 0.790600652393606 3 10 "GO:0060836" "lymphatic endothelial cell differentiation" 0.949767921742011
-369 0.793873118092503 2 14 "GO:0060837" "blood vessel endothelial cell differentiation" 0.950852269290628
759 0.748000111384951 3 5 "GO:0060838;GO:0060849" "lymphatic endothelial cell fate commitment" 0.937119902977105
620 0.684528148424974 2 12 "GO:0060839" "endothelial cell fate commitment" 0.920198231135454
-121 0.771480571243783 3 162 "GO:0060840" "artery development" 0.945212527298516
-606 0.607988966021603 2 20 "GO:0060841" "venous blood vessel development" 0.896821631517645
-722 0.665877331050863 7 10 "GO:0060842" "arterial endothelial cell differentiation" 0.914815195384694
38 0.983683674171409 5 8 "GO:0060844;GO:0060846;GO:0060853;GO:0072554;GO:0060847;GO:0097101" "arterial endothelial cell fate commitment" 0.99723935264496
116 0.869247076722062 -1 56 "GO:0060850" "obsolete regulation of transcription involved in cell fate commitment" 0.967162109164968
-2459 0.000900270448413997 2 51 "GO:0060856;GO:0060857" "establishment of blood-brain barrier" 0.0596996733878708
87 0.942620490431174 4 19 "GO:0060872" "semicircular canal development" 0.988602757023734
571 0.567985494975815 3 28 "GO:0060896" "neural plate pattern specification" 0.880556492109283
382 0.728889505168916 2 23 "GO:0060911" "cardiac cell fate commitment" 0.935461354159905
-34 0.983876683382895 4 10 "GO:0060912;GO:0032289;GO:0016200" "cardiac cell fate specification" 0.99723935264496
291 0.902054229779595 2 5 "GO:0060913" "cardiac cell fate determination" 0.977502647229367
341 0.658295005778404 4 47 "GO:0060914" "heart formation" 0.914815195384694
1338 0.571182846245662 2 5 "GO:0060916" "mesenchymal cell proliferation involved in lung development" 0.88188524308258
1092 0.643961469502195 4 5 "GO:0060935;GO:0060936;GO:0060938;GO:0060939" "epicardium-derived cardiac fibroblast cell development" 0.908743554112461
588 0.712153167004865 3 11 "GO:0060947" "cardiac vascular smooth muscle cell differentiation" 0.931631286288121
113 0.891460323145593 2 41 "GO:0060967" "negative regulation of gene silencing by regulatory ncRNA" 0.973144113949361
645 0.0792298659110857 -1 209 "GO:0060968" "obsolete regulation of gene silencing" 0.480291699076264
341 0.606234398942731 -1 64 "GO:0060969" "obsolete negative regulation of gene silencing" 0.895625118323315
-545 0.800519531068687 5 6 "GO:0060971" "embryonic heart tube left/right pattern formation" 0.951713577135453
-544 0.386287703671247 2 71 "GO:0060972" "left/right pattern formation" 0.794607400257039
555 0.401753005273393 4 64 "GO:0060973" "cell migration involved in heart development" 0.803716793865397
591 0.22977868353559 2 116 "GO:0060976" "coronary vasculature development" 0.677856977113979
-242 0.745908649251323 5 50 "GO:0060977" "coronary vasculature morphogenesis" 0.936307388572267
-614 0.675071880725621 2 13 "GO:0060978" "angiogenesis involved in coronary vascular morphogenesis" 0.916927068562802
1462 0.318416306569389 5 13 "GO:0060979" "vasculogenesis involved in coronary vascular morphogenesis" 0.746522297134389
-2180 0.0479539254188421 2 23 "GO:0060982" "coronary artery morphogenesis" 0.399549227485954
-3821 0.00913066709135922 4 13 "GO:0060986" "endocrine hormone secretion" 0.199801947184723
1130 0.241800260566929 3 30 "GO:0060988" "lipid tube assembly" 0.687245202344512
725 0.529526821432016 4 21 "GO:0060989" "lipid tube assembly involved in organelle fusion" 0.865631627061212
252 0.716516545691283 4 58 "GO:0060992" "response to fungicide" 0.93184802846876
5307 0.024710775577828 -1 5 "GO:0060994" "obsolete regulation of transcription from RNA polymerase II promoter involved in kidney development" 0.305916192461877
-3113 0.187615715727283 3 5 "GO:0060995;GO:0061289;GO:0061290;GO:0072204" "cell-cell signaling involved in metanephros development" 0.636437989744184
-636 0.311217846964121 2 71 "GO:0060996" "dendritic spine development" 0.742038440804558
-118 0.881042916845284 3 45 "GO:0060997" "dendritic spine morphogenesis" 0.969339306610208
267 0.522178023488094 3 162 "GO:0060998" "regulation of dendritic spine development" 0.862492875702882
-154 0.757854404741148 2 113 "GO:0060999" "positive regulation of dendritic spine development" 0.941014782120985
2089 0.0333233132781231 2 29 "GO:0061000" "negative regulation of dendritic spine development" 0.344396811718335
535 0.335557915691084 3 91 "GO:0061001" "regulation of dendritic spine morphogenesis" 0.761104460174299
2220 0.0929676326621614 2 16 "GO:0061002" "negative regulation of dendritic spine morphogenesis" 0.507132451131361
25 0.970768591798378 3 59 "GO:0061003" "positive regulation of dendritic spine morphogenesis" 0.99430860481255
-2469 0.121155412087186 2 11 "GO:0061009" "common bile duct development" 0.552921108663603
435 0.0067635734934109 4 1153 "GO:0061024" "membrane organization" 0.178474088099486
-2856 0.0611985071646099 3 12 "GO:0061026" "cardiac muscle tissue regeneration" 0.434372601722815
-9 0.991166135722953 2 44 "GO:0061028" "establishment of endothelial barrier" 0.998329160623948
-438 0.697386865328213 2 22 "GO:0061029" "eyelid development in camera-type eye" 0.924664191521661
-2687 0.10777526162961 5 10 "GO:0061031" "endodermal digestive tract morphogenesis" 0.528209604876225
-220 0.859701637540661 2 18 "GO:0061032" "visceral serous pericardium development" 0.964553414070238
-613 0.357861316545541 2 63 "GO:0061035" "regulation of cartilage development" 0.777327029492723
-1483 0.0971127825522297 2 35 "GO:0061036" "positive regulation of cartilage development" 0.516075621662218
-1813 0.107578818215822 3 22 "GO:0061038" "uterus morphogenesis" 0.528209604876225
-1284 0.00356257574732767 6 145 "GO:0061041" "regulation of wound healing" 0.133332263203156
-519 0.781028961506108 2 8 "GO:0061042" "vascular wound healing" 0.946468593746318
-33 0.963084626385096 2 55 "GO:0061045" "negative regulation of wound healing" 0.993107663934984
-858 0.417275345718199 2 25 "GO:0061050" "regulation of cell growth involved in cardiac muscle cell development" 0.812807608287864
-805 0.647860585886774 4 9 "GO:0061051" "positive regulation of cell growth involved in cardiac muscle cell development" 0.910934871263964
-1542 0.258315864186902 2 15 "GO:0061052" "negative regulation of cell growth involved in cardiac muscle cell development" 0.700138661757787
-1189 0.581480338612945 2 6 "GO:0061055;GO:0072095" "myotome development" 0.88510360524198
782 0.717115429673677 3 6 "GO:0061056" "sclerotome development" 0.93184802846876
149 0.873503530517896 2 32 "GO:0061057" "peptidoglycan recognition protein signaling pathway" 0.968479660492442
-654 1.13962666911543e-05 2 1357 "GO:0061061" "muscle structure development" 0.00299682516506009
780 0.221021733826067 3 69 "GO:0061064" "negative regulation of nematode larval development" 0.670100112843389
391 0.653073553451028 2 37 "GO:0061065" "regulation of dauer larval development" 0.912986052908807
-173 0.895658359503615 2 16 "GO:0061066" "positive regulation of dauer larval development" 0.975409900791194
1197 0.350428994808157 5 17 "GO:0061067" "negative regulation of dauer larval development" 0.772661535939227
392 0.78923334867255 2 13 "GO:0061072" "iris morphogenesis" 0.949638550054956
1110 0.208059626340196 2 36 "GO:0061074;GO:1902866" "regulation of retina development in camera-type eye" 0.659135716655346
629 0.219688562284231 3 107 "GO:0061077" "chaperone-mediated protein folding" 0.669067482419946
1381 0.522099760294518 4 6 "GO:0061083;GO:0061084;GO:1903333" "negative regulation of protein folding" 0.862492875702882
315 0.765593608849443 -1 25 "GO:0061085" "obsolete regulation of histone H3-K27 methylation" 0.94282604403951
784 0.578869622384008 -1 14 "GO:0061086" "obsolete negative regulation of histone H3-K27 methylation" 0.884949218128385
925 0.667963798899446 -1 6 "GO:0061087" "obsolete positive regulation of histone H3-K27 methylation" 0.915344461888082
-1793 0.239915137762419 -1 12 "GO:0061088" "obsolete regulation of sequestering of zinc ion" 0.687245202344512
-319 0.827724189939923 3 13 "GO:0061091;GO:2001138;GO:0061092;GO:2001140" "regulation of phospholipid transport" 0.956471554188875
274 0.523175906483905 3 153 "GO:0061097" "regulation of protein tyrosine kinase activity" 0.862703735065543
766 0.152189898848125 2 98 "GO:0061098" "positive regulation of protein tyrosine kinase activity" 0.598875888462049
-163 0.843667670346323 6 41 "GO:0061099" "negative regulation of protein tyrosine kinase activity" 0.96101260590545
-2240 0.0307272619038303 3 26 "GO:0061101" "neuroendocrine cell differentiation" 0.336447648131453
390 0.824920894992387 2 9 "GO:0061113" "pancreas morphogenesis" 0.956471554188875
74 0.798508602962211 2 343 "GO:0061136;GO:1903050" "regulation of proteolysis involved in protein catabolic process" 0.951540030538527
-1334 0.259086192431219 2 20 "GO:0061140" "lung secretory cell differentiation" 0.700138661757787
3741 0.0828668267156201 2 6 "GO:0061146;GO:0007497;GO:0033141;GO:0097021" "Peyer's patch morphogenesis" 0.490286067055548
-493 0.819121577205887 2 6 "GO:0061156" "pulmonary artery morphogenesis" 0.955508417008437
-68 0.87741327952978 4 145 "GO:0061157;GO:0050779;GO:0061014" "positive regulation of mRNA catabolic process" 0.968799205770596
-226 0.860046142030482 2 17 "GO:0061158" "3'-UTR-mediated mRNA destabilization" 0.964553414070238
-194 0.719357513150297 6 96 "GO:0061178" "regulation of insulin secretion involved in cellular response to glucose stimulus" 0.93184802846876
-2187 0.0258952887251569 6 29 "GO:0061179" "negative regulation of insulin secretion involved in cellular response to glucose stimulus" 0.312553278899872
-2882 0.222577495377763 3 5 "GO:0061183;GO:0061184" "regulation of dermatome development" 0.670133347474461
516 0.810840759159035 3 6 "GO:0061193;GO:0061194;GO:0061195" "taste bud development" 0.95354939241454
2035 0.182240175319349 2 12 "GO:0061196;GO:0061197" "fungiform papilla development" 0.631253878709052
3774 0.0801751866946087 3 6 "GO:0061198" "fungiform papilla formation" 0.483332785559752
1220 0.605665294726231 2 5 "GO:0061209;GO:0072138" "cell proliferation involved in mesonephros development" 0.895290470552866
40 0.954387320016216 5 58 "GO:0061213;GO:0061217;GO:0090189;GO:0090190" "regulation of mesonephros development" 0.989549671520174
-1593 0.425144323361557 6 7 "GO:0061218;GO:0072106;GO:0072107;GO:1905278" "regulation of ureteric bud formation" 0.816837210884271
-63 0.954503012406582 2 23 "GO:0061298" "retina vasculature development in camera-type eye" 0.989549671520174
449 0.726277495723387 2 17 "GO:0061299" "retina vasculature morphogenesis in camera-type eye" 0.934467765466397
-164 0.883980689919361 2 22 "GO:0061303" "cornea development in camera-type eye" 0.970826960363099
-1970 0.148764464064517 2 15 "GO:0061307;GO:0061308;GO:0061309" "cardiac neural crest cell differentiation involved in heart development" 0.593099098232035
-870 0.410499121735793 2 25 "GO:0061311" "cell surface receptor signaling pathway involved in heart development" 0.809494740771152
245 0.867005271361665 6 13 "GO:0061314" "Notch signaling involved in heart development" 0.966917548903781
-1465 0.0122096977815999 2 82 "GO:0061318" "renal filtration cell differentiation" 0.221861339657966
-1766 0.015076025507194 3 53 "GO:0061319" "nephrocyte differentiation" 0.239211963772806
-3545 0.000305259443963994 6 29 "GO:0061320" "pericardial nephrocyte differentiation" 0.0298449810214028
260 0.805525948123122 2 25 "GO:0061321" "garland nephrocyte differentiation" 0.95224629985846
-3131 0.011947017313062 2 18 "GO:0061327" "anterior Malpighian tubule development" 0.220390576294969
-2934 0.173710277713238 2 6 "GO:0061328" "posterior Malpighian tubule development" 0.622231924851125
-3185 0.00143106159264146 5 28 "GO:0061331" "epithelial cell proliferation involved in Malpighian tubule morphogenesis" 0.0802446743050277
-1137 0.63054229131839 2 5 "GO:0061332" "Malpighian tubule bud morphogenesis" 0.904032084103006
-448 0.0856012607020063 2 421 "GO:0061333;GO:0061326" "renal tubule development" 0.490823469258271
-272 0.626528138357358 2 90 "GO:0061337" "cardiac conduction" 0.90371968179814
-636 0.464282012422237 2 37 "GO:0061343" "cell adhesion involved in heart morphogenesis" 0.835942522499251
-873 0.685774080831806 4 6 "GO:0061344;GO:1901189" "positive regulation of ephrin receptor signaling pathway" 0.920326470492939
-238 0.443008046242665 3 294 "GO:0061351" "neural precursor cell proliferation" 0.826870127972236
-2961 0.0763728392710087 3 10 "GO:0061355" "Wnt protein secretion" 0.473511603480254
-350 0.811474155853547 2 13 "GO:0061356;GO:0061357" "regulation of Wnt protein secretion" 0.95354939241454
3740 0.113455791906854 2 5 "GO:0061365" "positive regulation of triglyceride lipase activity" 0.540355315555191
-3938 6.04520898746222e-05 2 29 "GO:0061382" "Malpighian tubule tip cell differentiation" 0.0107211078461365
-1663 0.0166772316332127 3 58 "GO:0061383" "trabecula morphogenesis" 0.250849247406075
-907 0.260713105474196 2 43 "GO:0061384" "heart trabecula morphogenesis" 0.702205016749437
-2547 0.281048646177018 3 5 "GO:0061386" "closure of optic fissure" 0.721549145996642
572 0.580914737208326 -1 26 "GO:0061392;GO:0061416" "obsolete regulation of transcription from RNA polymerase II promoter in response to osmotic stress" 0.884949218128385
-3092 0.190610568487869 -1 5 "GO:0061408" "obsolete positive regulation of transcription from RNA polymerase II promoter in response to heat stress" 0.638490018226724
-1196 0.152654992695772 -1 40 "GO:0061418" "obsolete regulation of transcription from RNA polymerase II promoter in response to hypoxia" 0.59909952349142
-1182 0.458078908589859 -1 11 "GO:0061419" "obsolete positive regulation of transcription from RNA polymerase II promoter in response to hypoxia" 0.834823395069781
-3501 0.00494580857398477 5 18 "GO:0061437;GO:0061440;GO:0072012" "kidney vasculature development" 0.155874155871147
-5009 0.0340282171027378 2 5 "GO:0061438;GO:0061439" "renal system vasculature morphogenesis" 0.348095944552793
-884 0.00393517051377041 2 302 "GO:0061448" "connective tissue development" 0.138933381194505
-1733 0.385463233808714 2 7 "GO:0061453" "interstitial cell of Cajal differentiation" 0.794607400257039
-1295 0.312414929144554 2 17 "GO:0061469" "regulation of type B pancreatic cell proliferation" 0.742139489032416
-2008 0.0484038402552204 3 27 "GO:0061476" "response to anticoagulant" 0.401092468383642
1835 0.0533006064779312 2 31 "GO:0061478;GO:1904321;GO:1904322" "response to platelet aggregation inhibitor" 0.417567953099719
-1152 0.368855933803332 2 17 "GO:0061484" "hematopoietic stem cell homeostasis" 0.784109749031043
-2676 0.257462536827493 2 5 "GO:0061502" "early endosome to recycling endosome transport" 0.699967666968435
-146 0.836850399863233 2 56 "GO:0061512" "protein localization to cilium" 0.959377513408906
-353 0.486973930830629 3 109 "GO:0061515" "myeloid cell development" 0.840988296614432
-1418 0.230303314485239 3 20 "GO:0061541" "rhabdomere morphogenesis" 0.677856977113979
20 0.983400636703493 2 30 "GO:0061548" "ganglion development" 0.99723935264496
2319 0.245586089767887 4 7 "GO:0061549" "sympathetic ganglion development" 0.690420471923861
569 0.676699812767333 2 15 "GO:0061550;GO:0061551" "cranial ganglion development" 0.916931747338074
-2690 0.178054204866201 8 7 "GO:0061588;GO:0061589;GO:0061590;GO:0061591" "calcium activated phosphatidylserine scrambling" 0.626059963295617
-351 0.636094325087482 2 51 "GO:0061614" "miRNA transcription" 0.905412342128944
59 0.970510557774572 6 11 "GO:0061622" "glycolytic process through glucose-1-phosphate" 0.99430860481255
-1420 0.282497531969932 2 16 "GO:0061626" "pharyngeal arch artery morphogenesis" 0.722008016842832
158 0.893585418934251 2 20 "GO:0061635" "regulation of protein complex stability" 0.974332628652073
145 0.619667206448481 2 332 "GO:0061640;GO:0000910" "cytokinesis" 0.901962127728861
-105 0.943119239554875 2 13 "GO:0061642" "chemoattraction of axon" 0.988711331031436
866 0.463889939861908 5 20 "GO:0061643" "chemorepulsion of axon" 0.835942522499251
670 0.776652294629215 2 5 "GO:0061646" "positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization" 0.946156250171843
-4170 0.0776110084609633 5 5 "GO:0061668" "mitochondrial ribosome assembly" 0.475681764186966
-3788 0.0234032885672118 4 10 "GO:0061669;GO:0098814;GO:0031914;GO:0010808;GO:0061789;GO:0099069" "spontaneous neurotransmitter secretion" 0.297455797689262
250 0.832740401254091 2 20 "GO:0061687" "detoxification of inorganic compound" 0.95841809537635
-374 0.791142473183692 2 14 "GO:0061723" "glycophagy" 0.949819348315308
-2269 0.336958743552302 -1 5 "GO:0061732" "obsolete mitochondrial acetyl-CoA biosynthetic process from pyruvate" 0.762232629066569
346 0.872607855864486 2 6 "GO:0061734" "type 2 mitophagy" 0.968306412449358
3859 0.102421133679413 4 5 "GO:0061738" "late endosomal microautophagy" 0.524049437015125
-1554 0.510751201504131 2 5 "GO:0061739" "protein lipidation involved in autophagosome assembly" 0.854674152886771
-963 0.564453193351538 2 10 "GO:0061744" "motor behavior" 0.879550480690402
-1373 0.524363401526838 5 6 "GO:0061763;GO:0097212" "lysosomal membrane organization" 0.862703735065543
2020 0.392533164986518 -1 5 "GO:0061774;GO:0061781" "obsolete cohesin unloading" 0.798837939024272
-1558 0.132846116241594 2 26 "GO:0061792;GO:1990502" "secretory granule maturation" 0.570751821103322
4399 0.00393200963481572 3 12 "GO:0061819;GO:1904505;GO:1904506;GO:1905764;GO:1905765" "negative regulation of telomere maintenance in response to DNA damage" 0.138933381194505
487 0.749773190456972 3 12 "GO:0061820;GO:0090657" "telomeric loop disassembly" 0.937954453809854
-2361 0.0161865645859229 2 29 "GO:0061844" "antimicrobial humoral immune response mediated by antimicrobial peptide" 0.246057129116023
-3014 0.1312981362638 5 7 "GO:0061853;GO:2000746" "regulation of neuroblast migration" 0.569192149350131
4585 0.00923993666183883 2 9 "GO:0061867" "establishment of mitotic spindle asymmetry" 0.199855431215043
3820 0.00122932822157411 7 20 "GO:0061883" "clathrin-dependent endocytosis involved in vitellogenesis" 0.0738177717931036
