"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1342 0.399700823771233 5 11 "GO:0006931;GO:0051547;GO:0051549;GO:0048319" "axial mesoderm morphogenesis" 0.802395575270097
-239 0.107181328037748 3 1373 "GO:0006935;GO:0042330" "taxis" 0.528209604876225
-451 0.129362829154188 2 321 "GO:0006937" "regulation of muscle contraction" 0.567618489717973
106 0.837243087587917 2 106 "GO:0006939" "smooth muscle contraction" 0.959377513408906
-241 0.620019009701648 5 119 "GO:0006940" "regulation of smooth muscle contraction" 0.901962127728861
96 0.811208922992222 2 176 "GO:0006941" "striated muscle contraction" 0.95354939241454
-1390 0.00138475461267625 3 149 "GO:0006942;GO:0055117" "regulation of striated muscle contraction" 0.0795892210064995
-758 3.09252098049112e-07 3 1377 "GO:0006952" "defense response" 0.000294794562465316
-711 0.290162274752099 2 62 "GO:0006953" "acute-phase response" 0.728179132641861
-1287 1.54051339871634e-06 4 398 "GO:0006954" "inflammatory response" 0.000691056186977106
-596 1.81626565307392e-05 2 1581 "GO:0006955" "immune response" 0.00446801350656184
1471 0.495382104476153 4 6 "GO:0006957" "complement activation, alternative pathway" 0.844280942607565
-1429 0.000122145302677068 2 204 "GO:0006959" "humoral immune response" 0.0169360014220967
1250 0.227787291396807 2 26 "GO:0006968" "cellular defense response" 0.675916686456051
-446 0.260801384938119 3 179 "GO:0006970" "response to osmotic stress" 0.702205016749437
-2553 0.0814818335073791 2 13 "GO:0006971;GO:0071476" "hypotonic response" 0.48621319430929
592 0.367302834020503 2 65 "GO:0006972" "hyperosmotic response" 0.783550336370646
455 0.00488443027097832 3 1137 "GO:0006974" "DNA damage response" 0.155874155871147
-670 0.31509783702033 -1 63 "GO:0006977" "obsolete DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest" 0.743799083513574
-1496 0.307286676312975 -1 13 "GO:0006978;GO:0042772" "DNA damage response, signal transduction resulting in transcription" 0.739739946281148
-341 0.0728898038985368 2 808 "GO:0006979" "response to oxidative stress" 0.464804283270116
-219 0.885965118034301 2 12 "GO:0006983" "ER overload response" 0.971720119391569
181 0.822685925549955 5 43 "GO:0006984" "ER-nucleus signaling pathway" 0.956228565417219
101 0.758921465552821 2 260 "GO:0006986;GO:0035966;GO:0035967" "response to topologically incorrect protein" 0.941014782120985
-318 0.84893837810635 -1 10 "GO:0006990" "obsolete positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response" 0.962849178299001
-1233 0.285031656070418 2 21 "GO:0006991;GO:0032933;GO:0071501" "response to sterol depletion" 0.724550469731003
-1595 0.424521429509549 3 7 "GO:0006995;GO:0043562" "cellular response to nitrogen starvation" 0.816837210884271
39 0.909666173295776 2 245 "GO:0006997" "nucleus organization" 0.980510846297327
-109 0.916339964898023 2 26 "GO:0006999" "nuclear pore organization" 0.983033708963551
780 0.567504687896181 6 15 "GO:0007000" "nucleolus organization" 0.880469853786101
-130 0.889743876703842 5 32 "GO:0007004;GO:0010833" "telomere maintenance via telomere lengthening" 0.972507783251182
291 0.172287688604111 5 636 "GO:0007005" "mitochondrion organization" 0.621665624740104
1239 0.00387642162379465 5 153 "GO:0007006" "mitochondrial membrane organization" 0.138933381194505
221 0.776934500013644 2 46 "GO:0007007" "inner mitochondrial membrane organization" 0.946156250171843
765 0.0370306151487978 2 210 "GO:0007009" "plasma membrane organization" 0.362296488707014
262 0.287326528745004 2 474 "GO:0007015" "actin filament organization" 0.726707689351795
-842 0.149867004096254 -1 82 "GO:0007016" "obsolete cytoskeletal anchoring at plasma membrane" 0.59463359689804
89 0.520626261599947 2 1610 "GO:0007017" "microtubule-based process" 0.861426597210547
-353 0.0810427997060264 2 708 "GO:0007018" "microtubule-based movement" 0.485176693467109
1419 0.18836164373117 3 24 "GO:0007019" "microtubule depolymerization" 0.636444560668038
1007 0.113968911074959 2 69 "GO:0007020;GO:0046785" "microtubule polymerization" 0.540807079731236
2222 0.0926640145576546 2 16 "GO:0007021" "tubulin complex assembly" 0.506332137551449
741 0.731371083377238 3 6 "GO:0007023" "post-chaperonin tubulin folding pathway" 0.935603607565671
1546 0.00201141057970353 2 112 "GO:0007026;GO:0031114" "regulation of microtubule depolymerization" 0.0983270325693533
591 0.167066424014171 4 154 "GO:0007028;GO:0007315" "cytoplasm organization" 0.614505063190045
186 0.697062221351643 2 123 "GO:0007029" "endoplasmic reticulum organization" 0.924664191521661
-31 0.922875466985387 5 275 "GO:0007030" "Golgi organization" 0.984992212117058
256 0.598045446621823 3 119 "GO:0007032" "endosome organization" 0.89144577347044
473 0.167394217751767 2 241 "GO:0007033" "vacuole organization" 0.615204002204807
-511 0.55161889423372 7 38 "GO:0007035" "vacuolar acidification" 0.875081039224094
378 0.796399155285302 3 13 "GO:0007039;GO:1905146" "protein catabolic process in the vacuole" 0.951540030538527
541 0.233907902744463 7 136 "GO:0007040;GO:0080171" "lysosome organization" 0.682086546340772
356 0.293142992271233 2 246 "GO:0007041;GO:0007034" "vacuolar transport" 0.730319653400988
-415 0.803913332928948 2 10 "GO:0007042" "lysosomal lumen acidification" 0.952107815410988
-803 0.0027706904358724 2 396 "GO:0007043;GO:0045216" "cell-cell junction organization" 0.116736382673828
-373 0.436431470786388 5 122 "GO:0007044;GO:0150115" "cell-substrate junction organization" 0.823123600771841
204 0.45846755174083 2 377 "GO:0007051" "spindle organization" 0.834823395069781
91 0.80523481462987 3 207 "GO:0007052" "mitotic spindle organization" 0.952107815410988
2011 0.0972463504233683 2 19 "GO:0007053" "spindle assembly involved in male meiosis" 0.516075621662218
-1072 0.464449051642975 2 13 "GO:0007056" "spindle assembly involved in female meiosis" 0.835942522499251
-1638 0.412094393007878 2 7 "GO:0007057" "spindle assembly involved in female meiosis I" 0.809747962143282
150 0.557878551469062 2 439 "GO:0007059;GO:0098813" "chromosome segregation" 0.876002897291377
1936 0.0670482649118406 4 25 "GO:0007060" "male meiosis chromosome segregation" 0.448911385616942
1382 0.0301078926014756 3 69 "GO:0007062" "sister chromatid cohesion" 0.335493495541128
909 0.202652470866828 2 55 "GO:0007063" "regulation of sister chromatid cohesion" 0.652629958965553
727 0.403091879498314 2 37 "GO:0007064" "mitotic sister chromatid cohesion" 0.805549966733266
5139 0.0100739687809662 6 7 "GO:0007066" "female meiosis sister chromatid cohesion" 0.206904288169478
686 0.378902385953589 5 46 "GO:0007076" "mitotic chromosome condensation" 0.7886925140767
590 0.64554903112867 2 17 "GO:0007077" "mitotic nuclear membrane disassembly" 0.909301239635618
-1859 0.431504509205882 2 5 "GO:0007079" "mitotic chromosome movement towards spindle pole" 0.820130843328728
-54 0.926365901395133 5 82 "GO:0007080;GO:0051310" "metaphase chromosome alignment" 0.985458485160373
-3157 0.011258386847097 4 18 "GO:0007084;GO:0101024" "mitotic nuclear membrane organization" 0.216112249355053
63 0.969741134353935 3 10 "GO:0007089" "traversing start control point of mitotic cell cycle" 0.99430860481255
-574 0.580049642733272 2 26 "GO:0007091;GO:0044784" "metaphase/anaphase transition of cell cycle" 0.884949218128385
308 0.359323405251206 2 251 "GO:0007093" "mitotic cell cycle checkpoint signaling" 0.778244898734932
615 0.445878015917954 5 43 "GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:1902100;GO:2000816;GO:0031577;GO:1905819" "spindle checkpoint signaling" 0.829334744589887
1320 0.0906029441972909 4 46 "GO:0007095" "mitotic G2 DNA damage checkpoint signaling" 0.502500401780757
-2105 0.00345262691997134 2 54 "GO:0007096" "regulation of exit from mitosis" 0.131648664458507
-154 0.853878233177088 2 40 "GO:0007099;GO:0098534" "centriole assembly" 0.963122860234676
1737 0.107456981553132 4 24 "GO:0007100" "mitotic centrosome separation" 0.528209604876225
-1558 0.0693734396368353 3 38 "GO:0007110" "meiosis I cytokinesis" 0.454111388411616
-507 0.692602336519 3 17 "GO:0007111" "meiosis II cytokinesis" 0.92267983942064
363 0.579913538111033 2 65 "GO:0007112" "male meiosis cytokinesis" 0.884949218128385
-882 0.467038980706444 4 19 "GO:0007113" "endomitotic cell cycle" 0.836699729960749
987 0.597214839640386 2 8 "GO:0007114" "cell budding" 0.891438709551298
1300 0.582282457771613 3 5 "GO:0007121" "bipolar cellular bud site selection" 0.885440881947422
352 0.392777384542522 5 166 "GO:0007127" "meiosis I" 0.798837939024272
120 0.837857415068301 5 81 "GO:0007129;GO:0045143" "homologous chromosome segregation" 0.959377513408906
-140 0.846161451080945 3 54 "GO:0007130;GO:0070193" "synaptonemal complex organization" 0.961479339448797
1270 0.0159494673381938 3 101 "GO:0007131;GO:0140527;GO:0035825" "homologous recombination" 0.245718460446598
961 0.319522162496732 5 30 "GO:0007135;GO:0045144" "meiosis II" 0.74762869318848
541 0.176718505596611 5 176 "GO:0007140" "male meiotic nuclear division" 0.625652425106665
-154 0.865523395755615 2 34 "GO:0007141" "male meiosis I" 0.96611261944267
-27 0.953214000082447 3 136 "GO:0007143" "female meiotic nuclear division" 0.989549671520174
-2389 0.0488178781976544 7 19 "GO:0007144" "female meiosis I" 0.402035787403145
765 0.701744464680592 2 7 "GO:0007147" "female meiosis II" 0.926827725606892
153 0.306716596553938 2 1342 "GO:0007155;GO:0022610" "obsolete biological adhesion" 0.739739946281148
540 0.179617719572265 2 174 "GO:0007157" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 0.628044350966572
1140 0.195799896910033 2 36 "GO:0007158" "neuron cell-cell adhesion" 0.643499109004934
-52 0.952730846357132 2 36 "GO:0007159" "leukocyte cell-cell adhesion" 0.989549671520174
-851 0.0518570502863424 2 147 "GO:0007160" "cell-matrix adhesion" 0.414530257320385
-275 0.353567476869401 2 324 "GO:0007162" "negative regulation of cell adhesion" 0.773147088329666
91 0.605310277716537 2 951 "GO:0007163" "establishment or maintenance of cell polarity" 0.894946414375728
-272 0.108518346474741 2 1029 "GO:0007167" "enzyme-linked receptor protein signaling pathway" 0.530535694139855
636 0.640960062437361 3 15 "GO:0007168" "receptor guanylyl cyclase signaling pathway" 0.907025688652313
-243 0.221008968546813 2 735 "GO:0007169" "cell surface receptor protein tyrosine kinase signaling pathway" 0.670100112843389
2090 0.0933880776213013 2 18 "GO:0007171" "activation of transmembrane receptor protein tyrosine kinase activity" 0.50791394841407
298 0.838831723200321 4 13 "GO:0007172" "signal complex assembly" 0.959749722302856
-672 0.105796047958995 2 163 "GO:0007173;GO:0038127" "ERBB signaling pathway" 0.527211966724195
749 0.516056570499702 4 21 "GO:0007175" "negative regulation of epidermal growth factor-activated receptor activity" 0.858477509928412
-709 0.379050505975666 2 43 "GO:0007176" "regulation of epidermal growth factor-activated receptor activity" 0.788693527457671
-439 0.141360374110158 3 319 "GO:0007178;GO:0141091" "cell surface receptor protein serine/threonine kinase signaling pathway" 0.582710385385981
-285 0.462550627144655 2 188 "GO:0007179" "transforming growth factor beta receptor signaling pathway" 0.835449503062497
-421 0.833248688215803 2 7 "GO:0007181" "transforming growth factor beta receptor complex assembly" 0.958569089807469
2667 0.0590116768088101 -1 14 "GO:0007182" "obsolete common-partner SMAD protein phosphorylation" 0.428593378422844
526 0.778255407284488 4 8 "GO:0007185" "cell surface receptor protein tyrosine phosphatase signaling pathway" 0.946468593746318
-213 0.272878438194726 2 770 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.712584536868104
309 0.418117833783161 2 194 "GO:0007187;GO:0007188" "G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger" 0.813690613358189
1164 0.045214760347425 2 83 "GO:0007189" "adenylate cyclase-activating G protein-coupled receptor signaling pathway" 0.391291522244637
766 0.49666208234333 2 22 "GO:0007190" "activation of adenylate cyclase activity" 0.844824136693607
1747 0.233305072805112 2 13 "GO:0007191" "adenylate cyclase-activating dopamine receptor signaling pathway" 0.682086546340772
414 0.515981371283344 2 69 "GO:0007193" "adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway" 0.858477509928412
-1425 0.1334567845531 2 31 "GO:0007194;GO:0051350;GO:0031280" "negative regulation of lyase activity" 0.572086250141619
-189 0.914678869928354 6 9 "GO:0007195" "adenylate cyclase-inhibiting dopamine receptor signaling pathway" 0.982043199085947
-431 0.829202005113405 3 7 "GO:0007196" "adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway" 0.95651104084024
-1389 0.556740854109733 2 5 "GO:0007198" "adenylate cyclase-inhibiting serotonin receptor signaling pathway" 0.876002897291377
-2132 0.118242839781138 3 15 "GO:0007199" "G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger" 0.54825601923353
266 0.629377280971665 2 92 "GO:0007200" "phospholipase C-activating G protein-coupled receptor signaling pathway" 0.904032084103006
-629 0.446217589044155 -1 41 "GO:0007202" "obsolete activation of phospholipase C activity" 0.829334744589887
-126 0.662376192650825 2 342 "GO:0007204;GO:0051480" "regulation of cytosolic calcium ion concentration" 0.914815195384694
-1138 0.110750311843514 -1 55 "GO:0007205" "obsolete protein kinase C-activating G protein-coupled receptor signaling pathway" 0.534499933664821
1117 0.636330572504226 2 5 "GO:0007206" "phospholipase C-activating G protein-coupled glutamate receptor signaling pathway" 0.905412342128944
-29 0.979654458496885 4 21 "GO:0007210;GO:0098664" "serotonin receptor signaling pathway" 0.996363738747953
212 0.928620920148713 2 5 "GO:0007211" "octopamine or tyramine signaling pathway" 0.98573969843602
621 0.415691766506471 3 48 "GO:0007212" "G protein-coupled dopamine receptor signaling pathway" 0.810965825371795
2573 0.0224157129803975 2 22 "GO:0007213" "G protein-coupled acetylcholine receptor signaling pathway" 0.292208935364977
-121 0.887451824273168 2 38 "GO:0007214" "gamma-aminobutyric acid signaling pathway" 0.971952838131148
300 0.595229633511438 5 88 "GO:0007215" "glutamate receptor signaling pathway" 0.890744621843865
143 0.908856894528417 2 18 "GO:0007216" "G protein-coupled glutamate receptor signaling pathway" 0.980308351302523
502 0.686921318169589 2 18 "GO:0007217" "tachykinin receptor signaling pathway" 0.920481808532997
354 0.421773140074215 2 145 "GO:0007218" "neuropeptide signaling pathway" 0.813914849057333
-631 0.0866877745224401 2 208 "GO:0007219" "Notch signaling pathway" 0.494821084212671
-511 0.450594441355524 3 61 "GO:0007220" "Notch receptor processing" 0.832017726338311
1059 0.242997580776732 2 34 "GO:0007221" "positive regulation of transcription of Notch receptor target" 0.687245202344512
-1052 0.143859484042105 2 54 "GO:0007223" "Wnt signaling pathway, calcium modulating pathway" 0.585730072239772
-43 0.921111722228784 3 150 "GO:0007224" "smoothened signaling pathway" 0.984506462373112
92 0.949829960169383 -1 13 "GO:0007227;GO:0007228" "obsolete signal transduction downstream of smoothened" 0.989549671520174
-789 0.132596306251487 2 102 "GO:0007229" "integrin-mediated signaling pathway" 0.570643020019097
882 0.118090362733591 4 88 "GO:0007249" "canonical NF-kappaB signal transduction" 0.54825601923353
-79 0.949545229178588 2 18 "GO:0007250" "activation of NF-kappaB-inducing kinase activity" 0.989549671520174
338 0.73534605764624 2 28 "GO:0007252" "I-kappaB phosphorylation" 0.936235302009039
-1345 0.500577116056848 -1 7 "GO:0007253" "obsolete cytoplasmic sequestering of NF-kappaB" 0.848391148965677
-282 0.415501167428674 2 235 "GO:0007254;GO:0051403" "stress-activated MAPK cascade" 0.810965825371795
-1702 0.212253941077048 -1 15 "GO:0007256" "obsolete activation of JNKK activity" 0.660378628141578
192 0.754427872551489 -1 74 "GO:0007257" "obsolete activation of JUN kinase activity" 0.940691130817144
-701 0.491123298278972 6 27 "GO:0007259;GO:0097696" "cell surface receptor signaling pathway via JAK-STAT" 0.842256677433688
-2920 0.0227129567901724 4 17 "GO:0007263" "nitric oxide mediated signal transduction" 0.293421949257069
-258 0.28999540211093 2 482 "GO:0007264;GO:0007265" "small GTPase-mediated signal transduction" 0.728179132641861
-1078 0.0229349269624431 2 125 "GO:0007266" "Rho protein signal transduction" 0.294447395649143
340 0.0089712762280304 3 1833 "GO:0007267" "cell-cell signaling" 0.199279762847945
449 0.012691269787089 3 905 "GO:0007268;GO:0098916;GO:0099537;GO:0099536" "synaptic signaling" 0.226050878637234
717 0.0218611326673014 2 290 "GO:0007269;GO:0099643" "neurotransmitter secretion" 0.288944075134516
-999 0.238061383288282 2 39 "GO:0007270" "neuron-neuron synaptic transmission" 0.685265053613528
365 0.513384677009359 2 90 "GO:0007271" "synaptic transmission, cholinergic" 0.85631486152086
-191 0.635068691480934 2 174 "GO:0007272;GO:0008366;GO:0042552" "ensheathment of neurons" 0.905412342128944
134 0.737992624651147 2 175 "GO:0007274" "neuromuscular synaptic transmission" 0.936235302009039
846 0.184208621554598 2 69 "GO:0007277" "pole cell development" 0.63420990879249
2883 0.0587814491968472 3 12 "GO:0007278" "pole cell fate determination" 0.428593378422844
1242 0.11530103966164 2 45 "GO:0007279" "pole cell formation" 0.544112455729992
1145 0.0966209186738455 -1 59 "GO:0007280" "obsolete pole cell migration" 0.515326092415269
-59 0.639649309074862 2 1935 "GO:0007281;GO:0007292;GO:0048477" "germ cell development" 0.906771648619352
743 0.302001525586395 4 54 "GO:0007282" "cystoblast division" 0.736038233979498
78 0.952788102568064 3 16 "GO:0007284" "spermatogonial cell division" 0.989549671520174
-164 0.551451784220246 2 376 "GO:0007286;GO:0048515" "spermatid differentiation" 0.875081039224094
285 0.739345754263885 4 38 "GO:0007288" "sperm axoneme assembly" 0.936235302009039
703 0.347327197458845 3 50 "GO:0007289" "spermatid nucleus differentiation" 0.770867587150309
-133 0.943457058733497 2 8 "GO:0007290" "spermatid nucleus elongation" 0.988711331031436
385 0.487976693210511 2 91 "GO:0007291" "sperm individualization" 0.840988296614432
679 0.0484929525111091 3 239 "GO:0007293" "germarium-derived egg chamber formation" 0.401092468383642
539 0.263680573190642 3 121 "GO:0007294;GO:0030716;GO:0030706" "oocyte fate determination" 0.70363922215072
1786 0.0979622452113532 2 24 "GO:0007295" "growth of a germarium-derived egg chamber" 0.517037403746353
941 0.285593943079068 2 36 "GO:0007296" "vitellogenesis" 0.725254548758233
92 0.768922308253089 6 289 "GO:0007297;GO:0007298" "follicle cell of egg chamber migration" 0.944372344821455
522 0.643006893887227 4 22 "GO:0007299" "follicle cell of egg chamber-cell adhesion" 0.908643647894044
740 0.225724070986838 2 75 "GO:0007300" "ovarian nurse cell to oocyte transport" 0.673267892674977
3 0.997508407104029 3 35 "GO:0007301" "female germline ring canal formation" 0.999532457138312
1006 0.217576496090783 -1 42 "GO:0007303" "obsolete cytoplasmic transport, nurse cell to oocyte" 0.667093185322328
349 0.495754628622743 3 107 "GO:0007304;GO:0007306" "chorion-containing eggshell formation" 0.84433209164733
328 0.299505849122717 2 283 "GO:0007308;GO:0007309" "oocyte construction" 0.73263368033597
-552 0.363245739721463 2 76 "GO:0007310" "oocyte dorsal/ventral axis specification" 0.782296529544162
-2634 0.222035796400421 5 6 "GO:0007311" "maternal specification of dorsal/ventral axis, oocyte, germ-line encoded" 0.670124384034198
2386 0.0912196816642203 2 14 "GO:0007312" "oocyte nucleus migration involved in oocyte dorsal/ventral axis specification" 0.505140219440791
-2690 0.0777847431651973 4 12 "GO:0007313" "maternal specification of dorsal/ventral axis, oocyte, soma encoded" 0.475681764186966
249 0.528165281687009 2 181 "GO:0007314;GO:0008358" "maternal determination of anterior/posterior axis, embryo" 0.865074836371377
665 0.310916840903825 3 65 "GO:0007316;GO:0019094;GO:0045451" "pole plasm RNA localization" 0.742038440804558
-224 0.838800789785223 5 23 "GO:0007318" "pole plasm protein localization" 0.959749722302856
-650 0.460896037517219 4 36 "GO:0007319;GO:0046011" "regulation of oskar mRNA translation" 0.834823395069781
-1656 0.022686004869529 2 53 "GO:0007320;GO:0007620" "copulation" 0.293421949257069
98 0.795354664815465 2 199 "GO:0007338" "single fertilization" 0.951540030538527
-1161 0.170449877824249 2 39 "GO:0007339;GO:0035036" "sperm-egg recognition" 0.618868032110219
3108 0.00704280519647555 2 21 "GO:0007340" "acrosome reaction" 0.179907828349693
-816 0.705310291556557 2 6 "GO:0007341" "penetration of zona pellucida" 0.928881693957876
-1007 0.340694480867452 3 25 "GO:0007343" "egg activation" 0.765665615675055
133 0.407209836812997 4 1151 "GO:0007346" "regulation of mitotic cell cycle" 0.808608861382586
958 0.63152887717087 2 7 "GO:0007348" "regulation of syncytial blastoderm mitotic cell cycle" 0.904080949372077
191 0.6253737482337 2 184 "GO:0007349" "cellularization" 0.90371968179814
-212 0.352792951416307 2 552 "GO:0007350;GO:0009880" "embryonic pattern specification" 0.773147088329666
420 0.792198108247533 2 11 "GO:0007352" "zygotic specification of dorsal/ventral axis" 0.950143536445569
-336 0.560529306556067 6 84 "GO:0007354;GO:0007362" "zygotic determination of anterior/posterior axis, embryo" 0.877020207590597
-895 0.0961559465016645 4 97 "GO:0007365;GO:0007367" "periodic partitioning" 0.515309380197957
-3353 0.0353382176943195 5 11 "GO:0007366" "periodic partitioning by pair rule gene" 0.353266824487982
-435 0.158382864980079 3 298 "GO:0007368;GO:0009855;GO:0009799" "determination of bilateral symmetry" 0.604814491079632
-2 0.992892146488854 3 602 "GO:0007369" "gastrulation" 0.998672749032987
-510 0.591139222886367 3 31 "GO:0007370" "ventral furrow formation" 0.889991405989727
-2453 0.163736246260262 4 9 "GO:0007374" "posterior midgut invagination" 0.610321158832754
-1546 0.128722473515235 3 27 "GO:0007377" "germ-band extension" 0.567514375060975
-2608 0.0648265086337676 2 14 "GO:0007378" "amnioserosa formation" 0.444213265388306
245 0.72253258672671 2 59 "GO:0007379" "segment specification" 0.933111793790509
-1205 0.39355286348206 4 14 "GO:0007380" "specification of segmental identity, head" 0.798837939024272
1664 0.108389775515022 5 26 "GO:0007386" "compartment pattern specification" 0.530535694139855
2278 0.195961000619061 2 9 "GO:0007388;GO:0007387" "posterior compartment specification" 0.643499109004934
-1756 0.00282990408026961 4 81 "GO:0007390" "germ-band shortening" 0.117618967992235
-438 0.178147144027208 2 268 "GO:0007391" "dorsal closure" 0.626059963295617
-72 0.926948950194556 4 45 "GO:0007392" "initiation of dorsal closure" 0.98550343951837
312 0.797034640655355 3 19 "GO:0007394" "dorsal closure, elongation of leading edge cells" 0.951540030538527
-1061 0.38145823999002 4 19 "GO:0007395" "dorsal closure, spreading of leading edge cells" 0.790263370336019
-779 0.0912776320993195 2 132 "GO:0007398" "ectoderm development" 0.505140219440791
-715 0.221676417859534 2 82 "GO:0007400;GO:0048867" "stem cell fate determination" 0.670124384034198
2725 0.0335104662589735 2 17 "GO:0007402" "ganglion mother cell fate determination" 0.344408107400178
-1307 0.372481365408712 2 13 "GO:0007403" "glial cell fate determination" 0.784592787805107
-170 0.249983921583003 3 1379 "GO:0007409;GO:0061564" "axon development" 0.694385356273281
-219 0.200052881599647 2 1008 "GO:0007411;GO:0097485" "neuron projection guidance" 0.647264860024993
791 0.33846184252451 2 41 "GO:0007412" "axon target recognition" 0.7639483083826
83 0.87108679463926 3 108 "GO:0007413;GO:0106030" "axonal fasciculation" 0.967966870923603
-3484 2.04891899648856e-06 2 52 "GO:0007414" "axonal defasciculation" 0.000822371382485356
-3726 3.06945008954059e-05 3 35 "GO:0007415" "defasciculation of motor neuron axon" 0.00668789325223901
829 0.00119331838678622 6 437 "GO:0007416" "synapse assembly" 0.0727587800627271
-9 0.993833020910575 2 20 "GO:0007418" "ventral midline development" 0.998729181007187
-1628 0.00392718452806889 2 88 "GO:0007419" "ventral cord development" 0.138933381194505
-587 0.0403490628830726 3 347 "GO:0007422" "peripheral nervous system development" 0.37297206490462
-623 0.00478457824898022 4 592 "GO:0007424" "open tracheal system development" 0.155264654156269
-3716 0.0627718956857933 4 7 "GO:0007425" "epithelial cell fate determination, open tracheal system" 0.437466318599078
-2115 0.00798109863347561 4 44 "GO:0007426" "tracheal outgrowth, open tracheal system" 0.189018193102127
-201 0.707955748904229 3 97 "GO:0007427" "epithelial cell migration, open tracheal system" 0.929011937132512
-1386 0.189990277025595 3 25 "GO:0007428" "primary branching, open tracheal system" 0.638266895417263
-3920 0.0138778379486495 3 11 "GO:0007429" "secondary branching, open tracheal system" 0.231580726906786
-1471 0.104775229890183 2 34 "GO:0007430" "terminal branching, open tracheal system" 0.52579253377487
-309 0.313597682827048 3 301 "GO:0007431;GO:0035272" "exocrine system development" 0.743056608548413
-108 0.887139159391849 2 48 "GO:0007432" "salivary gland boundary specification" 0.971952838131148
-870 0.0168430921083407 2 213 "GO:0007435" "salivary gland morphogenesis" 0.251853765525895
-641 0.617231006404048 3 17 "GO:0007436" "larval salivary gland morphogenesis" 0.901858999354679
22 0.981389978573025 4 31 "GO:0007439;GO:0048567" "ectodermal digestive tract development" 0.996437036384527
532 0.504291288862126 2 44 "GO:0007440" "foregut morphogenesis" 0.850071920615069
-508 0.24065365611081 2 150 "GO:0007442;GO:0061525" "hindgut development" 0.687245202344512
-939 0.0532527029110528 2 119 "GO:0007443;GO:0048619" "embryonic hindgut morphogenesis" 0.417567953099719
-144 0.340563429453595 2 1310 "GO:0007444" "imaginal disc development" 0.765665304543961
-1329 0.142747563392736 3 34 "GO:0007445;GO:0035225" "determination of genital disc primordium" 0.584839726441363
-90 0.888128886701329 3 68 "GO:0007446" "imaginal disc growth" 0.972122740969101
-274 0.378637436382749 4 293 "GO:0007447" "imaginal disc pattern formation" 0.7886925140767
469 0.565581131251097 5 42 "GO:0007448" "anterior/posterior pattern specification, imaginal disc" 0.880197350424951
-593 0.251312475587641 2 105 "GO:0007450;GO:0048190" "dorsal/ventral pattern formation, imaginal disc" 0.694721930533743
-1162 0.410578874856565 2 14 "GO:0007451" "dorsal/ventral lineage restriction, imaginal disc" 0.809494740771152
-827 0.159833969244322 2 81 "GO:0007455" "eye-antennal disc morphogenesis" 0.606113301569965
1667 0.158469796589358 2 20 "GO:0007458" "progression of morphogenetic furrow involved in compound eye morphogenesis" 0.604814491079632
-370 0.772729556594669 2 17 "GO:0007460" "R8 cell fate commitment" 0.945212527298516
-2214 0.0108800229069964 4 37 "GO:0007464;GO:0048056" "R3/R4 cell differentiation" 0.213842924455553
868 0.345904213695438 2 33 "GO:0007465" "R7 cell fate commitment" 0.769589518363856
-364 0.68358542470459 -1 35 "GO:0007468;GO:0045872" "obsolete regulation of rhodopsin gene expression" 0.920198231135454
-184 0.786015809834579 2 61 "GO:0007469" "antennal development" 0.948292448314903
-125 0.466573962424494 4 1008 "GO:0007472;GO:0007476;GO:0035114;GO:0035120;GO:0035220;GO:0048737" "wing disc development" 0.836699729960749
-2969 0.0516261711988795 2 12 "GO:0007473" "wing disc proximal/distal pattern formation" 0.413117714126606
-514 0.251342487063021 2 140 "GO:0007474" "imaginal disc-derived wing vein specification" 0.694721930533743
-581 0.411251131141933 2 56 "GO:0007475" "apposition of dorsal and ventral imaginal disc-derived wing surfaces" 0.809494740771152
-2304 0.148152162936131 2 11 "GO:0007477" "notum development" 0.59307527273015
-348 0.266043040969561 5 290 "GO:0007478;GO:0007480;GO:0035218" "leg disc development" 0.705345803221981
-827 0.383790037309651 3 31 "GO:0007482;GO:0035216" "haltere development" 0.792736409675893
-123 0.879919975034096 2 42 "GO:0007483;GO:0035126;GO:0048803;GO:0048805" "genital disc morphogenesis" 0.969339306610208
-468 0.503960611124929 2 57 "GO:0007484;GO:0007485" "imaginal disc-derived genitalia development" 0.850071920615069
-3491 0.0367016781248286 2 10 "GO:0007486;GO:0048804" "imaginal disc-derived female genitalia development" 0.362078909935243
-3621 0.0103608101787544 4 14 "GO:0007488" "histoblast morphogenesis" 0.210488921264819
-3113 0.187672434147709 3 5 "GO:0007491" "sternite morphogenesis" 0.636437989744184
-480 0.287155091994156 2 138 "GO:0007492" "endoderm development" 0.726707689351795
-134 0.788300320608571 2 113 "GO:0007494" "midgut development" 0.949638550054956
-41 0.981343693368981 2 9 "GO:0007495" "visceral mesoderm-endoderm interaction involved in midgut development" 0.996437036384527
