ID,log2FoldChange
TRINITY_DN329_c5_g1_i1.p1,-1.03986102177434
TRINITY_DN182976_c1_g1_i1.p1,-1.30056694367827
TRINITY_DN3162_c1_g3_i1.p1,0.600159280574637
TRINITY_DN97447_c0_g1_i1.p1,-0.490109575763269
TRINITY_DN329_c0_g1_i7.p1,-1.91538161051269
TRINITY_DN112315_c0_g1_i1.p1,0.207516925809305
TRINITY_DN144958_c0_g1_i1.p1,0.289573460202994
TRINITY_DN203_c1_g2_i1.p1,-3.14836007286341
TRINITY_DN26317_c0_g1_i3.p1,0.390564319699266
TRINITY_DN44709_c1_g1_i11.p2,-0.500623095668574
TRINITY_DN10449_c0_g2_i3.p1,-1.02395646115885
TRINITY_DN10673_c0_g1_i1.p1,-0.480739224721325
TRINITY_DN15035_c0_g2_i1.p1,-0.500173708376438
TRINITY_DN23062_c0_g1_i1.p1,-1.62195136677928
TRINITY_DN26663_c1_g1_i1.p1,0.50611310306528
TRINITY_DN3860_c0_g1_i2.p1,-0.376758749563763
TRINITY_DN4649_c0_g1_i7.p1,-1.52890933003832
TRINITY_DN62912_c0_g1_i1.p1,0.652936568286526
TRINITY_DN8332_c0_g1_i2.p1,-1.61521273195692
TRINITY_DN11179_c0_g1_i2.p1,-0.518923009878339
TRINITY_DN2234_c0_g1_i1.p1,-0.59286263594245
TRINITY_DN9114_c0_g1_i6.p1,1.55811277954328
TRINITY_DN148_c1_g1_i24.p1,1.5371067945242
TRINITY_DN2828_c2_g1_i2.p1,-1.08224901900877
TRINITY_DN5847_c0_g1_i9.p1,1.09233961306258
TRINITY_DN987_c2_g2_i2.p1,0.768576355184602
TRINITY_DN32203_c6_g1_i1.p1,-0.977718469753134
TRINITY_DN10749_c0_g1_i5.p1,-1.41723716341676
TRINITY_DN3632_c0_g1_i2.p1,0.733977994295447
TRINITY_DN7407_c0_g2_i1.p1,-0.513412879030771
TRINITY_DN10850_c0_g1_i8.p1,-1.21074214695245
TRINITY_DN18487_c0_g1_i4.p1,-0.309913402318713
TRINITY_DN26358_c1_g1_i2.p2,-1.25508183293271
TRINITY_DN438_c5_g1_i3.p1,-1.07686740871755
TRINITY_DN56001_c0_g1_i1.p1,0.73334665663787
TRINITY_DN8401_c3_g1_i1.p1,-1.15878840903058
TRINITY_DN26391_c0_g2_i2.p1,-1.16072801899275
TRINITY_DN3078_c0_g2_i4.p1,0.732292762594017
TRINITY_DN34551_c0_g1_i1.p1,-2.25696291622835
TRINITY_DN3739_c1_g1_i3.p1,-1.56799459748588
TRINITY_DN3968_c1_g1_i1.p1,0.604295516090689
TRINITY_DN4002_c0_g1_i3.p1,0.468717179339302
TRINITY_DN112269_c0_g1_i1.p1,-0.891743257056064
TRINITY_DN9726_c0_g1_i2.p1,-0.416815930862837
TRINITY_DN4553_c0_g1_i28.p1,1.21539027502621
TRINITY_DN100611_c0_g1_i1.p1,-1.56390075171359
TRINITY_DN1952_c0_g2_i1.p1,-1.66755524059782
TRINITY_DN611_c3_g1_i3.p1,-1.96855311750316
TRINITY_DN9400_c0_g1_i1.p1,0.507359277845061
TRINITY_DN13067_c0_g1_i2.p1,-0.71720984483961
TRINITY_DN1352_c0_g1_i15.p1,-1.45578829513842
TRINITY_DN19246_c0_g1_i1.p1,0.469532907478912
TRINITY_DN7394_c0_g1_i1.p1,-0.537800276575879
TRINITY_DN2431_c3_g1_i5.p1,-0.381106536533962
TRINITY_DN32168_c0_g1_i5.p1,-0.516055896349616
TRINITY_DN8876_c0_g1_i16.p1,0.900621974525868
TRINITY_DN9615_c2_g1_i1.p1,-0.817629918266773
TRINITY_DN5206_c0_g2_i1.p1,-2.11122725020177
TRINITY_DN24252_c0_g1_i1.p1,-1.84921731472743
TRINITY_DN3388_c0_g2_i1.p1,-0.616207480899656
TRINITY_DN5283_c0_g1_i4.p1,-0.620478488617007
TRINITY_DN40301_c0_g1_i1.p1,0.402901565411648
TRINITY_DN7515_c0_g1_i1.p1,-0.675498317791358
TRINITY_DN8803_c0_g1_i1.p1,-0.67925535173964
TRINITY_DN2869_c9_g2_i1.p1,-1.77214762818498
TRINITY_DN7501_c0_g1_i2.p1,0.74538046195513
TRINITY_DN132272_c0_g1_i1.p1,-0.305354330148977
TRINITY_DN124_c0_g1_i31.p1,-1.89288722656885
TRINITY_DN11966_c0_g1_i1.p1,-0.454988200237527
TRINITY_DN20621_c0_g1_i4.p1,0.385834037389107
TRINITY_DN21475_c0_g1_i1.p1,-0.921660342914139
TRINITY_DN3864_c0_g1_i5.p1,-1.05283820936314
TRINITY_DN1213_c3_g1_i4.p1,1.44667980600722
TRINITY_DN1346_c0_g1_i29.p1,-2.3822164865232
TRINITY_DN14793_c0_g2_i1.p1,0.507266756514658
TRINITY_DN32958_c0_g1_i1.p1,-0.512156449854984
TRINITY_DN6923_c0_g1_i3.p1,-0.425305359321907
TRINITY_DN738_c1_g1_i2.p1,-0.302109297215915
TRINITY_DN5337_c0_g1_i1.p1,-0.522932900936408
TRINITY_DN690_c2_g1_i4.p1,1.44179883400572
TRINITY_DN37376_c1_g1_i5.p1,-1.18279018815345
TRINITY_DN5526_c3_g1_i4.p1,0.728137555349352
TRINITY_DN4402_c0_g2_i2.p1,-0.926888233186301
TRINITY_DN736_c1_g3_i1.p1,-0.504378135647057
TRINITY_DN38447_c0_g1_i2.p1,-1.47004385334435
TRINITY_DN629_c0_g1_i11.p1,-1.01098919145065
TRINITY_DN5422_c0_g1_i22.p1,1.51344533658757
TRINITY_DN1952_c0_g1_i2.p1,-1.76235480928135
TRINITY_DN1344_c17_g1_i1.p1,0.329416184958352
TRINITY_DN12808_c0_g1_i1.p1,-1.17856403980504
TRINITY_DN17_c0_g2_i3.p1,-0.894618013483145
TRINITY_DN6731_c1_g1_i2.p1,-1.15809473979688
TRINITY_DN4773_c0_g1_i2.p1,-1.2528353344848
TRINITY_DN15130_c0_g1_i4.p1,0.957951463756254
TRINITY_DN12813_c0_g1_i1.p1,-0.406262629829254
TRINITY_DN162748_c0_g1_i1.p1,0.41474212898152
TRINITY_DN3505_c0_g1_i1.p1,-0.480133290864238
TRINITY_DN7759_c0_g1_i1.p1,0.493425488290334
TRINITY_DN10119_c0_g1_i1.p1,-0.851128961096641
TRINITY_DN8483_c0_g1_i1.p1,-0.335434319879774
TRINITY_DN18174_c1_g1_i1.p1,0.969885686846348
TRINITY_DN14329_c0_g1_i13.p1,0.729476339444214
TRINITY_DN1513_c1_g2_i1.p1,0.444471708442811
TRINITY_DN3864_c0_g1_i12.p1,1.85694753684486
TRINITY_DN1084_c0_g1_i8.p1,-0.799042444291835
TRINITY_DN13418_c0_g1_i4.p1,-1.01238717489412
TRINITY_DN177414_c0_g1_i1.p1,0.40540313116626
TRINITY_DN93640_c0_g1_i1.p1,0.923512972988681
TRINITY_DN5221_c2_g1_i3.p1,-0.506257717999671
TRINITY_DN5239_c0_g1_i13.p1,-1.3851930468943
TRINITY_DN23238_c2_g1_i1.p1,-0.515938632666406
TRINITY_DN1589_c1_g1_i4.p1,-0.628204392349032
TRINITY_DN19789_c0_g1_i5.p1,-0.923289444642451
TRINITY_DN2903_c0_g1_i4.p1,-0.831772312839183
TRINITY_DN6357_c1_g1_i17.p1,-0.536675774351408
TRINITY_DN70427_c0_g1_i1.p1,0.623480593259719
TRINITY_DN96579_c0_g1_i1.p1,-0.849455316310876
TRINITY_DN13281_c0_g1_i2.p1,0.510128836880763
TRINITY_DN13639_c6_g1_i1.p1,0.405321715390785
TRINITY_DN1926_c4_g1_i1.p1,0.229440118285308
TRINITY_DN95322_c0_g1_i3.p1,-0.701307536227542
TRINITY_DN11858_c1_g1_i2.p1,0.747314583620337
TRINITY_DN147_c0_g1_i8.p1,-0.762790133615813
TRINITY_DN259_c0_g1_i8.p1,-1.94711872815539
TRINITY_DN9600_c0_g1_i1.p1,-1.09330180376981
TRINITY_DN99820_c0_g1_i1.p1,-0.971187668459846
TRINITY_DN4214_c1_g4_i1.p1,0.51669605058842
TRINITY_DN76_c0_g1_i3.p1,-1.82344088602949
TRINITY_DN9070_c0_g1_i1.p1,-1.43181659000728
TRINITY_DN7772_c0_g1_i1.p1,0.46046097545363
TRINITY_DN14626_c0_g1_i1.p1,-0.49017689171541
TRINITY_DN177460_c0_g1_i1.p1,0.201954590063828
TRINITY_DN27611_c0_g1_i1.p1,-2.50813525580456
TRINITY_DN35448_c0_g2_i4.p1,0.644995002714518
TRINITY_DN4565_c0_g1_i1.p1,1.12224061205366
TRINITY_DN5713_c0_g1_i1.p1,1.03574944540483
TRINITY_DN9827_c2_g1_i3.p1,0.629335750679723
TRINITY_DN29253_c0_g1_i3.p2,-1.54460780364614
TRINITY_DN64580_c3_g1_i1.p1,0.429859583034851
TRINITY_DN20386_c0_g1_i1.p1,-0.55803977476063
TRINITY_DN38692_c2_g1_i1.p1,-0.975505218827958
TRINITY_DN203_c0_g1_i5.p1,-2.67458004223712
TRINITY_DN1149_c0_g1_i29.p1,-1.86206872730601
TRINITY_DN10025_c2_g2_i2.p1,0.661143639962041
TRINITY_DN491_c0_g1_i10.p1,-1.23833956835739
TRINITY_DN6477_c0_g1_i1.p1,-0.377817125493724
TRINITY_DN27909_c0_g2_i3.p1,-0.520632927733675
TRINITY_DN7402_c0_g1_i2.p1,-0.616343065737788
TRINITY_DN4401_c1_g1_i2.p1,-0.303737991263998
TRINITY_DN690_c2_g1_i2.p1,0.799803852667898
TRINITY_DN29377_c1_g1_i1.p1,-0.535080299420509
TRINITY_DN3662_c0_g1_i18.p1,0.637066335705743
TRINITY_DN12444_c0_g1_i1.p1,0.312518184837213
TRINITY_DN7871_c0_g1_i1.p1,0.187406996283212
TRINITY_DN11238_c0_g1_i6.p1,0.599420918572956
TRINITY_DN76_c0_g1_i7.p1,-1.81239176070837
TRINITY_DN7999_c0_g1_i2.p1,0.425369945355389
TRINITY_DN163249_c0_g1_i1.p1,0.461770948882608
TRINITY_DN1306_c0_g2_i1.p1,0.763175191694186
TRINITY_DN2502_c0_g2_i1.p1,-0.376939667857082
TRINITY_DN817_c1_g1_i23.p1,1.30166681061536
TRINITY_DN499_c0_g3_i7.p1,-1.36700288600112
TRINITY_DN1952_c1_g1_i1.p1,-1.26321416758687
TRINITY_DN28809_c0_g1_i2.p1,1.14233722419624
TRINITY_DN146868_c0_g1_i1.p1,-0.821825427772052
TRINITY_DN113573_c0_g1_i1.p1,-1.75011787774674
TRINITY_DN13703_c0_g1_i4.p1,-0.369786491778785
TRINITY_DN43_c2_g1_i1.p1,0.55678681705347
