ID,log2FoldChange
TRINITY_DN2429_c0_g1_i6.p1,0.301703431724604
TRINITY_DN2591_c0_g1_i1.p1,-0.107380603617585
TRINITY_DN3012_c1_g1_i1.p1,0.333715894485851
TRINITY_DN3244_c0_g2_i1.p2,-0.285682759857956
TRINITY_DN34447_c0_g1_i3.p1,-0.265636409186116
TRINITY_DN35768_c0_g1_i3.p1,-0.142083585469472
TRINITY_DN5732_c0_g1_i3.p1,0.207929241317904
TRINITY_DN5847_c0_g1_i6.p1,0.180693229373288
TRINITY_DN60152_c3_g1_i1.p1,0.349798754374787
TRINITY_DN62_c4_g3_i3.p1,0.184594203848133
TRINITY_DN6855_c2_g1_i2.p1,0.47978045112691
TRINITY_DN70_c0_g1_i2.p1,0.91961851256701
TRINITY_DN725_c5_g1_i1.p1,-0.0818476395239904
TRINITY_DN747_c1_g2_i1.p1,-0.229326070230075
TRINITY_DN7856_c6_g1_i1.p1,0.139342729955148
TRINITY_DN1027_c1_g1_i5.p1,0.303973813479596
TRINITY_DN13409_c1_g1_i1.p1,-0.378665366852703
TRINITY_DN16322_c0_g1_i1.p1,-0.0965660869453422
TRINITY_DN962_c2_g2_i1.p1,-0.271366627126053
TRINITY_DN14747_c2_g1_i1.p1,-0.159393628796292
TRINITY_DN24264_c0_g1_i2.p1,0.411401756091746
TRINITY_DN25131_c0_g1_i2.p1,-0.106573406876313
TRINITY_DN31263_c0_g1_i1.p1,-0.512181458208679
TRINITY_DN3149_c0_g1_i11.p1,0.254612483224848
TRINITY_DN40254_c0_g2_i6.p1,0.347807231944412
TRINITY_DN46_c4_g1_i1.p1,0.136661806365265
TRINITY_DN6129_c0_g2_i1.p1,-0.325808361975794
TRINITY_DN6514_c0_g1_i2.p1,-0.349651044252023
TRINITY_DN12368_c0_g1_i1.p1,0.128729341809666
TRINITY_DN15593_c0_g1_i1.p1,0.218637671076073
TRINITY_DN242_c0_g1_i9.p1,0.254874406064109
TRINITY_DN96_c0_g1_i17.p1,0.240547181801232
TRINITY_DN178689_c0_g1_i1.p1,-0.276235981095929
TRINITY_DN3921_c0_g1_i8.p1,0.801368072460706
TRINITY_DN6589_c0_g1_i2.p1,0.293203581328065
TRINITY_DN23930_c0_g1_i4.p1,0.409770625583332
TRINITY_DN7737_c0_g1_i2.p1,0.0907179296992204
TRINITY_DN22892_c1_g3_i3.p1,0.308288284444545
TRINITY_DN825_c0_g1_i42.p1,0.265186324155407
TRINITY_DN17992_c0_g2_i1.p1,-0.301537611747751
TRINITY_DN27433_c0_g1_i1.p1,-0.324048212488206
TRINITY_DN542_c0_g1_i1.p1,-0.263783070472438
TRINITY_DN7600_c0_g1_i1.p1,-0.121551451686689
TRINITY_DN2258_c2_g1_i1.p1,0.231159273547738
TRINITY_DN10121_c0_g1_i3.p1,-0.130726367132185
TRINITY_DN1027_c7_g1_i1.p1,0.26568210166536
TRINITY_DN10709_c0_g1_i6.p1,-0.34754945693605
TRINITY_DN112198_c0_g1_i1.p1,0.251915650601226
TRINITY_DN1632_c0_g1_i16.p1,0.128640601353616
TRINITY_DN1694_c0_g1_i19.p1,-0.437737940640605
TRINITY_DN17529_c0_g1_i8.p1,0.155591780920272
TRINITY_DN1875_c0_g1_i11.p1,0.237160025838842
TRINITY_DN21352_c0_g1_i2.p1,-0.116515830735364
TRINITY_DN25971_c0_g1_i1.p1,-0.22223294267187
TRINITY_DN26801_c0_g1_i1.p1,0.401881193410651
TRINITY_DN311_c0_g1_i6.p1,0.161029907468853
TRINITY_DN4001_c0_g3_i1.p2,-0.40365965409347
TRINITY_DN4209_c2_g1_i2.p1,0.103304256723494
TRINITY_DN4666_c2_g1_i1.p1,0.223198145825683
TRINITY_DN5340_c0_g2_i2.p1,0.349644567754897
TRINITY_DN6473_c1_g1_i3.p1,-0.231190390753128
TRINITY_DN64877_c0_g1_i2.p1,0.285176238838349
TRINITY_DN9086_c0_g1_i8.p1,0.146392224564272
TRINITY_DN10102_c0_g1_i1.p1,-0.587170988818213
TRINITY_DN16211_c0_g1_i1.p1,0.136490506508972
TRINITY_DN29377_c0_g1_i6.p1,0.239854246077627
TRINITY_DN5611_c0_g1_i1.p1,0.276792994832407
TRINITY_DN58403_c1_g1_i1.p1,-0.108798674385803
TRINITY_DN10392_c0_g1_i3.p1,-0.146256125246268
TRINITY_DN1587_c0_g1_i2.p1,0.165903351600103
TRINITY_DN1703_c0_g1_i6.p1,0.477919463578997
TRINITY_DN25758_c0_g1_i1.p1,-0.0878575127856073
TRINITY_DN128885_c0_g1_i3.p1,0.21980616415356
TRINITY_DN484_c0_g1_i36.p1,0.201063888525734
TRINITY_DN6222_c0_g1_i3.p1,-0.172507724417063
TRINITY_DN688_c0_g1_i3.p1,-0.269204757900943
TRINITY_DN2746_c0_g1_i12.p1,-0.168941517484061
TRINITY_DN5164_c0_g1_i6.p1,0.42691122339973
TRINITY_DN1154_c0_g1_i7.p1,0.185103292507665
TRINITY_DN253_c1_g1_i2.p1,-0.186256751163684
TRINITY_DN28654_c4_g1_i1.p1,1.23630404641582
TRINITY_DN3354_c0_g1_i2.p1,0.211925017695336
TRINITY_DN4708_c0_g1_i37.p1,0.305291373816016
TRINITY_DN554_c0_g1_i4.p1,0.0776190044391864
TRINITY_DN10711_c0_g1_i12.p1,0.623701338830565
TRINITY_DN1894_c0_g1_i55.p1,-0.743092236829307
TRINITY_DN861_c0_g1_i8.p1,0.348699863471581
TRINITY_DN10407_c0_g1_i2.p1,-0.178832476949276
TRINITY_DN19332_c1_g1_i14.p1,0.358094544986692
TRINITY_DN10084_c1_g2_i1.p1,-0.298597362614654
TRINITY_DN18971_c0_g1_i1.p1,0.309799899032947
TRINITY_DN3444_c0_g1_i31.p1,0.245588775448276
TRINITY_DN1046_c2_g1_i8.p1,0.308719866239714
TRINITY_DN10378_c1_g1_i1.p1,-0.091471730653217
TRINITY_DN8038_c0_g1_i6.p1,-0.286385440878546
TRINITY_DN285_c1_g1_i1.p1,-0.286735560444721
TRINITY_DN10224_c1_g1_i2.p1,-0.247696398531555
TRINITY_DN837_c0_g1_i34.p1,0.231701549356713
TRINITY_DN19996_c2_g1_i1.p1,-0.148981874371163
TRINITY_DN4273_c0_g3_i4.p1,0.189909651848288
TRINITY_DN16413_c0_g1_i1.p1,-0.277321242644662
TRINITY_DN24442_c0_g1_i1.p1,-0.329708608218901
TRINITY_DN3149_c0_g1_i19.p1,0.184653807842715
TRINITY_DN4393_c0_g1_i4.p1,0.130833288380674
TRINITY_DN14542_c0_g1_i1.p1,0.0892747878439284
TRINITY_DN14614_c0_g1_i7.p1,0.16813288391869
TRINITY_DN20004_c5_g1_i1.p1,0.357073163534114
TRINITY_DN2825_c2_g1_i1.p1,0.0532574433504939
TRINITY_DN28409_c0_g1_i1.p1,-0.136220994732225
TRINITY_DN3312_c3_g1_i1.p1,0.45069441377101
TRINITY_DN35546_c0_g1_i35.p1,-0.408039703565991
TRINITY_DN36354_c0_g1_i3.p1,-0.424689628032587
TRINITY_DN6862_c0_g1_i1.p1,0.323486419480431
TRINITY_DN1589_c3_g4_i1.p1,-0.206762916809022
TRINITY_DN5375_c0_g2_i2.p1,-0.256090651009041
TRINITY_DN81845_c0_g1_i10.p1,0.346263814343928
TRINITY_DN2801_c0_g1_i18.p1,-0.404249063280309
TRINITY_DN860_c0_g1_i1.p1,-0.319706516574914
TRINITY_DN53835_c0_g1_i1.p1,0.326605828645449
TRINITY_DN9559_c0_g1_i1.p1,0.0860046677396713
TRINITY_DN16297_c2_g1_i3.p1,0.370511061335012
TRINITY_DN6247_c0_g1_i6.p1,0.244544660004416
TRINITY_DN14799_c0_g1_i1.p1,0.44434681774761
TRINITY_DN15239_c0_g1_i40.p1,0.352909007890169
TRINITY_DN23501_c0_g1_i20.p1,-0.229986894440813
TRINITY_DN2672_c0_g1_i49.p1,0.360111371702416
TRINITY_DN8727_c0_g1_i1.p1,0.0841548001994441
TRINITY_DN15070_c0_g1_i1.p1,0.103034119360743
TRINITY_DN11420_c0_g1_i1.p1,-0.790520244086457
TRINITY_DN44458_c0_g1_i1.p1,-0.129016605299887
TRINITY_DN39661_c0_g1_i3.p1,0.25781286586719
TRINITY_DN26867_c3_g1_i1.p1,-0.391506884276755
TRINITY_DN77942_c0_g1_i9.p1,0.198492176853062
TRINITY_DN1323_c0_g1_i5.p1,-0.358863844220753
TRINITY_DN55090_c0_g1_i3.p1,0.224853576580434
TRINITY_DN12323_c0_g1_i4.p1,0.291496094997968
TRINITY_DN2753_c0_g1_i5.p1,-0.464764023163746
TRINITY_DN48390_c0_g1_i2.p1,1.65255708687019
TRINITY_DN6838_c0_g1_i3.p1,-0.0723152594532404
TRINITY_DN871_c0_g1_i3.p1,-0.306823040381981
TRINITY_DN1725_c0_g1_i18.p1,0.224407027688672
TRINITY_DN17331_c0_g1_i3.p1,0.233243104518046
TRINITY_DN335_c1_g2_i2.p1,-0.241907210757139
TRINITY_DN79115_c0_g1_i2.p1,-0.205067382911149
TRINITY_DN10759_c0_g1_i1.p1,0.0706178293238372
TRINITY_DN3559_c0_g1_i2.p1,-0.0678590902927754
TRINITY_DN55022_c0_g1_i2.p1,0.361712013301922
TRINITY_DN49701_c0_g1_i2.p1,-0.611783754234138
TRINITY_DN1681_c0_g1_i45.p1,0.38440565358132
TRINITY_DN11774_c1_g2_i2.p1,-0.491001674873751
TRINITY_DN2116_c0_g1_i4.p1,0.183544150245448
TRINITY_DN4843_c0_g1_i7.p1,0.277747965394154
TRINITY_DN5828_c0_g1_i10.p1,-0.212947593295622
TRINITY_DN61711_c0_g1_i2.p1,0.216328220490471
TRINITY_DN69929_c1_g1_i2.p1,0.268655905816544
TRINITY_DN91031_c0_g1_i5.p1,0.378503104263294
TRINITY_DN542_c0_g3_i1.p1,-0.120474611882379
TRINITY_DN2913_c0_g1_i9.p1,0.160327575036569
TRINITY_DN681_c1_g1_i10.p1,-0.0972077340562965
TRINITY_DN1029_c1_g2_i4.p1,-0.583496493076896
TRINITY_DN13220_c0_g1_i4.p1,-0.118523224764262
TRINITY_DN16211_c2_g1_i2.p1,0.21676367740849
TRINITY_DN22537_c1_g2_i1.p1,-0.294066205689395
TRINITY_DN22958_c0_g2_i1.p1,-0.148943102917292
TRINITY_DN32296_c0_g1_i9.p1,0.195968849081562
TRINITY_DN13700_c2_g1_i1.p1,0.116701714728447
TRINITY_DN16985_c0_g1_i3.p1,-0.187287023816668
TRINITY_DN18554_c1_g6_i1.p1,0.27104535135232
TRINITY_DN19996_c0_g1_i5.p1,0.324626779285653
TRINITY_DN7830_c0_g1_i3.p1,-0.368137598815361
TRINITY_DN92599_c0_g1_i2.p1,-0.158825601971841
TRINITY_DN20800_c0_g1_i2.p1,-0.156356691802416
TRINITY_DN36062_c0_g1_i1.p1,-0.132614196281245
TRINITY_DN10247_c0_g1_i1.p1,-0.124170747162873
TRINITY_DN15158_c0_g1_i2.p1,-0.217082776337304
TRINITY_DN2507_c0_g1_i4.p1,-0.310173701213249
TRINITY_DN39076_c0_g1_i2.p1,0.186887067696705
TRINITY_DN632_c0_g1_i4.p1,-0.283253536095204
TRINITY_DN9220_c2_g1_i1.p1,-0.430919592955083
TRINITY_DN428_c0_g1_i2.p1,0.293432570775861
TRINITY_DN144946_c0_g1_i1.p1,-0.0886601876311671
TRINITY_DN11105_c0_g1_i1.p1,0.136297385489714
TRINITY_DN28675_c0_g3_i1.p1,0.38372427014625
TRINITY_DN23886_c1_g1_i1.p1,-0.179472571552659
TRINITY_DN3136_c3_g2_i5.p1,-0.368582310343177
TRINITY_DN18623_c0_g1_i1.p1,-0.388552896379552
TRINITY_DN1644_c0_g1_i33.p1,-0.617911458866326
TRINITY_DN19368_c0_g1_i1.p1,-0.437961559379416
TRINITY_DN1960_c0_g1_i19.p1,0.481760534266766
TRINITY_DN385_c3_g1_i1.p1,0.10582739639138
TRINITY_DN8548_c2_g3_i1.p1,0.142742364400654
TRINITY_DN12388_c0_g1_i2.p1,0.355654277036174
TRINITY_DN2391_c0_g1_i6.p1,0.203999800679324
TRINITY_DN5298_c0_g1_i3.p1,-0.209656516851902
TRINITY_DN1423_c5_g1_i1.p1,0.61813239105569
TRINITY_DN1407_c1_g1_i4.p1,-0.190061844589698
TRINITY_DN1787_c3_g2_i1.p1,-0.124061797895499
TRINITY_DN23225_c0_g1_i11.p1,-0.376889098083454
TRINITY_DN16125_c0_g1_i1.p1,-0.411477986167296
TRINITY_DN436_c0_g1_i3.p1,-0.264566656948479
TRINITY_DN690_c1_g2_i3.p1,-0.100165668174284
TRINITY_DN65193_c0_g1_i4.p1,-0.377442073137751
TRINITY_DN4562_c0_g1_i8.p1,-0.343438319312979
TRINITY_DN6370_c0_g1_i3.p1,0.35571368033057
TRINITY_DN1111_c0_g1_i3.p1,-0.223458128960903
TRINITY_DN127_c0_g2_i11.p1,0.191678484193611
TRINITY_DN162022_c0_g1_i1.p1,0.11278232079073
TRINITY_DN2216_c0_g2_i2.p1,-0.215989175503597
TRINITY_DN25393_c0_g1_i1.p1,0.222114035318824
TRINITY_DN274_c1_g1_i14.p1,-0.408737075474236
TRINITY_DN2858_c0_g1_i11.p1,0.30016128742162
TRINITY_DN33767_c0_g1_i1.p1,-0.388902461898495
TRINITY_DN3582_c1_g1_i1.p1,-0.251374264898713
TRINITY_DN42762_c0_g1_i5.p1,-0.198276290665645
TRINITY_DN16031_c0_g1_i23.p1,-0.237438408584677
TRINITY_DN103_c3_g1_i6.p1,-0.182452989937221
TRINITY_DN112150_c0_g1_i1.p1,0.401813052352572
TRINITY_DN11858_c1_g1_i1.p1,0.303584270665478
TRINITY_DN11975_c2_g1_i1.p1,-0.112599691420586
TRINITY_DN12573_c0_g1_i3.p1,-0.266594440920223
TRINITY_DN13585_c0_g1_i1.p1,0.172970292208251
TRINITY_DN161164_c0_g1_i1.p1,0.321922036689885
TRINITY_DN1763_c0_g1_i3.p1,0.231540258379501
TRINITY_DN1864_c1_g2_i1.p1,-0.306645025553522
TRINITY_DN19375_c0_g1_i2.p1,-0.202670924785786
TRINITY_DN20935_c0_g1_i1.p1,1.58607713436757
TRINITY_DN2408_c0_g1_i16.p1,-0.345541041620926
TRINITY_DN2544_c0_g1_i12.p1,-0.316742878559673
TRINITY_DN2754_c0_g1_i37.p1,-0.76772654884808
TRINITY_DN29711_c0_g1_i1.p1,-0.133325514573988
TRINITY_DN3270_c0_g1_i1.p1,0.244165691550724
TRINITY_DN3351_c0_g1_i1.p1,-0.246917033608375
TRINITY_DN34751_c0_g2_i1.p1,0.13719024796385
TRINITY_DN3535_c12_g1_i1.p1,0.215396706201505
TRINITY_DN3696_c1_g1_i1.p1,-0.151979424100657
TRINITY_DN37245_c0_g1_i2.p1,-0.166647655168266
TRINITY_DN382_c1_g1_i13.p1,0.282701502527302
TRINITY_DN4181_c0_g1_i1.p1,-0.103293271432154
TRINITY_DN4550_c1_g2_i3.p1,0.18611838777835
TRINITY_DN46105_c0_g4_i1.p1,0.25173878677008
TRINITY_DN5441_c0_g1_i1.p1,-0.15346041339408
TRINITY_DN579_c0_g3_i1.p1,0.169718195845789
TRINITY_DN6726_c0_g1_i2.p1,0.184020813027255
TRINITY_DN69001_c0_g1_i3.p1,0.257983857289604
TRINITY_DN7246_c0_g3_i5.p1,0.287491240564941
TRINITY_DN826_c1_g1_i117.p1,0.41718475732533
TRINITY_DN84149_c0_g1_i1.p1,-0.309230713840736
TRINITY_DN858_c2_g1_i7.p1,0.143863344325452
TRINITY_DN90603_c0_g1_i1.p1,-0.194325313552526
TRINITY_DN924_c0_g1_i2.p1,0.262054282784838
TRINITY_DN9419_c0_g1_i1.p1,-0.30622311230577
TRINITY_DN6502_c2_g1_i1.p1,0.255936536203098
TRINITY_DN69975_c0_g1_i3.p1,-0.263685541304213
TRINITY_DN17711_c0_g1_i1.p1,-0.199167422415344
TRINITY_DN1897_c0_g1_i1.p1,-0.139980114827476
TRINITY_DN2268_c2_g1_i2.p1,-0.533520754275792
TRINITY_DN18190_c0_g6_i1.p1,-0.332841911571592
TRINITY_DN2391_c0_g1_i3.p1,0.171688938544999
TRINITY_DN347_c2_g1_i3.p1,0.343520053272111
TRINITY_DN5516_c0_g3_i2.p1,0.228960203439206
TRINITY_DN7797_c0_g1_i3.p1,0.110830984086175
TRINITY_DN1142_c1_g1_i16.p1,0.3009687710929
TRINITY_DN11910_c1_g1_i1.p1,-0.218927619042771
TRINITY_DN12364_c0_g1_i11.p1,-0.447457662443094
TRINITY_DN144838_c0_g1_i1.p1,-0.532310585108101
TRINITY_DN16149_c0_g1_i1.p1,-0.280272215833595
TRINITY_DN20054_c0_g1_i5.p1,0.331863847358146
TRINITY_DN22866_c0_g1_i2.p1,-0.140241457663861
TRINITY_DN36012_c1_g1_i8.p1,0.231036807160202
TRINITY_DN4130_c0_g1_i1.p1,-0.129766457290085
TRINITY_DN5474_c2_g1_i2.p1,0.146241685659357
TRINITY_DN57854_c0_g2_i3.p1,-0.181747648780539
TRINITY_DN716_c5_g1_i3.p1,-0.213162336389658
TRINITY_DN860_c0_g1_i15.p1,0.249853839575206
TRINITY_DN8889_c0_g3_i1.p1,-0.100556215748822
TRINITY_DN8898_c0_g1_i4.p1,-0.314686209830506
TRINITY_DN9160_c0_g1_i1.p1,-0.300653783720979
TRINITY_DN15593_c4_g1_i1.p1,0.183600189936697
TRINITY_DN4885_c0_g1_i1.p1,-0.0603599687955603
TRINITY_DN979_c0_g1_i3.p1,-0.324814615132871
TRINITY_DN1069_c0_g1_i8.p1,-0.337175269503724
TRINITY_DN12756_c0_g1_i2.p1,0.404495143667564
TRINITY_DN127_c0_g3_i1.p1,0.154336343501797
TRINITY_DN21236_c0_g1_i2.p1,-0.425450856713744
TRINITY_DN3691_c0_g1_i24.p1,0.283382590071567
TRINITY_DN64372_c0_g1_i5.p1,0.205396323304485
TRINITY_DN7453_c0_g1_i3.p1,-0.119516795890013
TRINITY_DN8231_c0_g1_i1.p1,-0.195872975737879
TRINITY_DN9864_c0_g1_i8.p1,0.281741384348189
TRINITY_DN68_c1_g1_i16.p1,0.314991214690078
TRINITY_DN19143_c0_g1_i1.p1,0.240428477711739
TRINITY_DN1155_c3_g2_i3.p2,0.346167587294934
TRINITY_DN145641_c0_g1_i1.p1,-0.261968192101916
TRINITY_DN1583_c0_g1_i1.p1,0.300833183150872
TRINITY_DN6097_c0_g2_i1.p1,0.326089359323351
TRINITY_DN11667_c0_g2_i1.p1,0.367305871460579
TRINITY_DN12747_c0_g1_i2.p1,0.182525222344646
TRINITY_DN14194_c1_g2_i1.p1,-0.078268276901016
TRINITY_DN1477_c0_g3_i2.p1,-0.505173256713043
TRINITY_DN1984_c0_g1_i2.p1,0.615030891811792
TRINITY_DN206_c2_g1_i1.p1,-0.115309668319529
TRINITY_DN295_c4_g1_i1.p1,-0.148473814376152
TRINITY_DN55280_c0_g1_i1.p1,0.211957829795592
TRINITY_DN6305_c0_g1_i2.p1,0.321501657199591
TRINITY_DN803_c0_g1_i25.p1,-0.315900671021037
TRINITY_DN27292_c0_g1_i3.p1,-0.264359706083745
TRINITY_DN12410_c0_g1_i1.p1,-0.221246045940162
TRINITY_DN12657_c0_g3_i1.p2,0.289757286979953
TRINITY_DN162543_c0_g1_i1.p1,0.156103903868075
TRINITY_DN16808_c4_g1_i1.p1,-0.159292936080416
TRINITY_DN171_c0_g1_i34.p1,-0.215091697573927
TRINITY_DN30064_c0_g1_i1.p1,0.103825850726464
TRINITY_DN30428_c0_g1_i1.p1,1.45346426622516
TRINITY_DN6148_c0_g1_i2.p1,0.0602639582515335
TRINITY_DN697_c1_g1_i4.p1,-0.16555935178895
TRINITY_DN7504_c0_g1_i1.p1,0.201591334071976
TRINITY_DN22872_c0_g1_i1.p1,0.144794353950475
TRINITY_DN174_c0_g2_i13.p2,-0.563303122600401
TRINITY_DN9469_c0_g1_i2.p1,-0.243165539889218
TRINITY_DN3980_c0_g1_i6.p1,-0.145955199750822
TRINITY_DN23_c2_g3_i1.p1,0.110136347092093
TRINITY_DN90_c2_g1_i1.p1,0.198786305185147
TRINITY_DN24907_c0_g1_i3.p1,-0.0905713952306476
TRINITY_DN2362_c2_g1_i8.p1,0.450844988878219
TRINITY_DN36513_c0_g1_i7.p1,0.184856160368748
TRINITY_DN131_c2_g1_i1.p1,-0.158627297807468
TRINITY_DN170_c1_g1_i10.p1,-0.282351307911256
TRINITY_DN337_c0_g1_i7.p1,0.301088339357673
TRINITY_DN70157_c0_g1_i1.p1,-0.354924708195921
TRINITY_DN1186_c0_g2_i2.p1,-0.251472464386437
TRINITY_DN25777_c0_g1_i2.p1,0.39240139688593
TRINITY_DN8_c0_g1_i1.p1,0.207686028661748
TRINITY_DN12619_c0_g1_i4.p1,-0.221065867492818
TRINITY_DN6185_c0_g1_i4.p1,0.126159418125443
TRINITY_DN1489_c1_g1_i11.p1,0.222906133655358
TRINITY_DN40515_c0_g1_i1.p1,-0.366140368163549
TRINITY_DN1088_c2_g1_i3.p1,-0.170606140549825
TRINITY_DN1065_c0_g1_i3.p1,0.134210373698115
TRINITY_DN3380_c0_g1_i4.p1,-0.326540670225518
TRINITY_DN12426_c0_g2_i4.p1,-0.338483122539385
TRINITY_DN2119_c1_g1_i18.p1,-0.213307311531989
TRINITY_DN3492_c0_g1_i3.p1,-0.115198754736402
TRINITY_DN7664_c0_g1_i1.p1,-0.141711708864286
TRINITY_DN860_c0_g1_i2.p1,-0.16470109310146
TRINITY_DN10740_c0_g3_i5.p1,0.160625696868722
TRINITY_DN17201_c0_g2_i1.p1,-0.301542125373647
TRINITY_DN25357_c0_g1_i1.p1,0.360096765365997
TRINITY_DN4997_c1_g2_i3.p1,0.166206595462562
TRINITY_DN67641_c0_g1_i3.p1,0.166510613325082
TRINITY_DN825_c0_g1_i31.p1,0.10094149983338
TRINITY_DN8317_c0_g1_i9.p1,0.29175428698582
TRINITY_DN8736_c3_g1_i1.p1,-0.109758383906004
TRINITY_DN23930_c0_g1_i6.p1,-1.6161040212806
TRINITY_DN10089_c2_g1_i1.p1,0.0937167000200013
TRINITY_DN151_c0_g2_i2.p1,-0.256052885689379
TRINITY_DN19284_c1_g2_i3.p1,-0.113927011377906
TRINITY_DN3553_c0_g2_i4.p1,-0.123495831699233
TRINITY_DN3942_c0_g2_i5.p1,-0.479587241692178
TRINITY_DN4260_c0_g1_i1.p1,0.0855081889762131
TRINITY_DN4690_c0_g1_i1.p1,-0.108248841785313
TRINITY_DN61037_c0_g1_i2.p1,-0.30528267301421
TRINITY_DN68283_c0_g2_i5.p1,0.31411747044949
TRINITY_DN8180_c0_g1_i5.p1,0.159896149003175
TRINITY_DN8985_c0_g1_i1.p1,0.0940874420378843
TRINITY_DN971_c0_g1_i2.p1,0.27627399666973
TRINITY_DN1027_c4_g1_i2.p1,0.184458453927544
TRINITY_DN10623_c0_g1_i1.p1,-0.190602189006979
TRINITY_DN12592_c0_g1_i3.p1,-0.175741414743442
TRINITY_DN13061_c0_g2_i2.p1,0.350477653657434
TRINITY_DN13348_c2_g1_i1.p1,-0.30703941453327
TRINITY_DN13872_c0_g1_i5.p1,-0.158207808346796
TRINITY_DN1390_c0_g1_i1.p1,0.2919988463772
TRINITY_DN1391_c0_g1_i5.p1,-0.331401675365217
TRINITY_DN13_c0_g1_i1.p2,0.305242087290844
TRINITY_DN14714_c0_g1_i5.p1,0.152282310654645
TRINITY_DN163708_c0_g1_i1.p1,-0.184605916392109
TRINITY_DN16923_c0_g1_i3.p1,-0.256645253819594
TRINITY_DN17578_c0_g1_i3.p1,-0.283511525437812
TRINITY_DN18639_c0_g1_i13.p1,0.313098505628965
TRINITY_DN20010_c0_g1_i1.p1,-0.381875019742267
TRINITY_DN21274_c0_g1_i2.p1,-0.123664029335587
TRINITY_DN214_c0_g1_i1.p1,-0.390705014627998
TRINITY_DN2225_c0_g1_i12.p1,-0.128167886403116
TRINITY_DN22554_c0_g1_i2.p1,0.222145533591117
TRINITY_DN27103_c0_g1_i1.p1,0.162482784182149
TRINITY_DN30129_c0_g1_i2.p1,-0.10277962206197
TRINITY_DN3333_c0_g1_i13.p1,0.297954486590976
TRINITY_DN3340_c0_g1_i2.p1,0.32661690049642
TRINITY_DN35388_c0_g1_i1.p1,0.198711050407104
TRINITY_DN4024_c0_g1_i30.p1,0.222977946551186
TRINITY_DN42534_c0_g1_i1.p1,-0.31319438032124
TRINITY_DN42901_c0_g3_i1.p1,-0.0698112469616859
TRINITY_DN4624_c0_g1_i3.p1,-0.481869352820114
TRINITY_DN53553_c0_g2_i2.p1,-0.257126480138294
TRINITY_DN9326_c0_g1_i1.p1,0.0817683737679583
TRINITY_DN114741_c0_g1_i1.p1,0.0812071700523696
TRINITY_DN5691_c0_g1_i6.p1,0.224368573196345
TRINITY_DN9643_c0_g1_i2.p1,0.147562773436398
TRINITY_DN7301_c0_g1_i2.p1,-0.221431033292194
TRINITY_DN2562_c1_g1_i2.p1,0.174080412073216
TRINITY_DN30123_c0_g1_i1.p1,0.12407277282129
TRINITY_DN2979_c0_g1_i13.p1,-0.361500243315329
TRINITY_DN4771_c0_g1_i10.p1,0.194972818600911
TRINITY_DN15244_c0_g1_i1.p2,0.359579562115545
TRINITY_DN15975_c0_g1_i3.p1,0.146039766558191
TRINITY_DN6680_c0_g1_i1.p1,-0.232896889411093
TRINITY_DN17320_c0_g3_i3.p1,-0.110505401172498
TRINITY_DN22184_c1_g1_i7.p1,0.236206764645256
TRINITY_DN48383_c0_g1_i25.p1,-0.43694052465106
TRINITY_DN55253_c0_g1_i2.p1,-0.256232623225221
TRINITY_DN6501_c0_g1_i3.p1,-0.269267086572261
TRINITY_DN7568_c0_g1_i15.p1,0.229098922641602
TRINITY_DN26405_c0_g2_i3.p2,-0.366386235527086
TRINITY_DN4536_c0_g1_i3.p1,-0.297542073728106
TRINITY_DN7888_c0_g1_i1.p1,-0.0612132444144293
TRINITY_DN3215_c10_g1_i1.p1,0.384507978667545
TRINITY_DN2325_c0_g1_i10.p1,0.224422504218038
TRINITY_DN1430_c0_g1_i25.p1,0.12313522451196
TRINITY_DN1526_c0_g2_i2.p1,-0.138190372275698
TRINITY_DN1776_c5_g1_i4.p1,0.215262821038322
TRINITY_DN2050_c0_g1_i1.p1,0.279655462047684
TRINITY_DN30570_c0_g1_i5.p1,0.222591562751259
TRINITY_DN3701_c0_g2_i2.p1,0.450275978619195
TRINITY_DN601_c5_g1_i3.p1,0.153657712469414
TRINITY_DN716_c4_g1_i1.p1,0.0603835582755853
TRINITY_DN24090_c11_g1_i1.p1,-0.107253474261856
TRINITY_DN1725_c1_g1_i16.p1,0.260667857309422
TRINITY_DN32781_c0_g1_i1.p1,0.319817213078397
TRINITY_DN39463_c0_g1_i13.p1,-0.385269265904545
TRINITY_DN1117_c1_g2_i3.p1,0.155317815403437
TRINITY_DN16011_c0_g1_i1.p1,-0.354184194627677
TRINITY_DN22156_c0_g3_i2.p1,-0.154483221373314
TRINITY_DN2742_c0_g1_i1.p1,0.195798436670304
TRINITY_DN482_c0_g1_i8.p1,0.170741946265415
TRINITY_DN56195_c0_g1_i2.p1,0.173149620330149
TRINITY_DN6720_c4_g1_i1.p1,0.185035374238067
TRINITY_DN7681_c0_g1_i2.p1,0.143633549461821
TRINITY_DN3211_c0_g1_i4.p1,-0.329207536822123
TRINITY_DN5722_c9_g1_i1.p1,0.607519903033498
TRINITY_DN1337_c0_g1_i4.p1,-0.335297031726622
TRINITY_DN215_c0_g1_i8.p1,0.134051901487959
TRINITY_DN1549_c0_g1_i1.p1,0.278766485405234
TRINITY_DN12409_c0_g1_i1.p1,0.193039612147224
TRINITY_DN1419_c0_g1_i1.p1,-0.111733091329316
TRINITY_DN1884_c0_g1_i34.p1,-0.320504207125354
